"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2009","UNLV","Mountain West","-8.936","87","96","96","79","","97","30.037","43.989","23.192","55.189"
"2009","Middle Tennessee","Sun Belt","-0.534","45","72","38","114","","68","56.103","37.614","69.288","54.57"
"2009","North Texas","Sun Belt","-15.825","118","111","100","120","","111","20.808","39.523","19.689","26.816"
"2009","Connecticut","Big East","8.469","41","36","29","49","","27","66.858","66.831","53.646","69.202"
"2009","Maryland","ACC","-4.226","99","82","107","26","","88","33.692","29.832","44.415","46.736"
"2009","Louisville","Big East","-5.847","80","89","106","41","","87","34.232","42.109","35.534","39.465"
"2009","South Florida","Big East","5.677","46","48","50","63","","54","58.18","52.006","66.351","32.987"
"2009","Cincinnati","Big East","12.821","5","22","9","59","","11","77.123","88.248","52.887","53.628"
"2009","UCF","Conference USA","-0.063","56","70","74","85","","86","43.573","34.225","48.659","69.58"
"2009","Memphis","Conference USA","-10.992","110","103","109","65","","104","26.401","32.711","33.878","31.545"
"2009","Southern Mississippi","Conference USA","3.8","77","57","53","92","","71","52.27","60.017","41.821","57.817"
"2009","East Carolina","Conference USA","4.744","49","53","26","67","","34","58.479","49.74","61.263","58.813"
"2009","UAB","Conference USA","-5.909","88","90","93","80","","89","40.141","54.355","35.926","35.861"
"2009","Tulsa","Conference USA","-1.494","90","76","62","93","","77","43.043","35.341","46.168","69.678"
"2009","Houston","Conference USA","6.844","40","43","39","78","","55","60.131","78.692","31.547","52.306"
"2009","SMU","Conference USA","-4.29","63","84","42","91","","65","44.111","40.641","45.145","62.465"
"2009","Tulane","Conference USA","-20.536","108","117","113","88","","112","15.558","29.218","17.712","31.455"
"2009","TCU","Mountain West","20.243","6","6","2","75","","5","85.281","70.206","82.641","76.848"
"2009","Idaho","Western Athletic","-10.412","70","99","94","105","","103","31.932","64.588","14.405","43.346"
"2009","Temple","Mid-American","-1.102","61","74","18","118","","56","51.337","45.772","55.116","53.392"
"2009","Western Kentucky","Sun Belt","-21.377","119","119","112","107","","112","13.901","27.518","12.974","47.519"
"2009","Louisiana Tech","Western Athletic","-1.677","97","79","67","72","","70","46.991","45.181","53.187","40.034"
"2009","Boise State","Western Athletic","16.414","4","10","1","95","","3","82.932","72.697","80.089","63.554"
"2009","Notre Dame","FBS Independents","9.718","53","50","55","27","","51","56.667","69.417","41.931","42.615"
"2009","Nevada","Western Athletic","3.32","69","59","60","104","","80","52.443","73.634","32.078","37.872"
"2009","New Mexico State","Western Athletic","-24.147","114","120","114","103","","112","10.985","6.472","30.279","51.441"
"2009","Utah State","Western Athletic","-7.766","96","93","82","77","","81","33.603","50.191","29.587","33.067"
"2009","Georgia","SEC","11.167","20","25","44","2","","26","66.009","62.036","60.455","61.634"
"2009","Florida","SEC","28.219","2","1","3","20","","2","89.113","80.136","86.021","60.927"
"2009","Tennessee","SEC","11.818","42","24","46","24","","35","64.436","64.307","66.985","28.596"
"2009","South Carolina","SEC","7.513","34","38","69","10","","42","61.162","47.816","73.738","39.986"
"2009","Kentucky","SEC","5.488","47","49","61","42","","44","59.003","55.45","54.698","62.872"
"2009","Vanderbilt","SEC","-1.163","103","75","103","25","","79","39.451","31.966","54.049","41.438"
"2009","San José State","Western Athletic","-17.595","113","114","111","71","","108","15.476","15.743","27.517","44.694"
"2009","Hawai'i","Western Athletic","-11.466","92","105","80","102","","100","31.513","42.603","26.879","54.231"
"2009","Fresno State","Western Athletic","0.567","58","67","45","89","","63","54.792","67.74","30.635","73.612"
"2009","UTEP","Conference USA","-6.883","105","91","89","111","","106","33.033","50.387","26.935","36.252"
"2009","Rice","Conference USA","-19.479","111","116","118","70","","112","13.253","18.137","19.901","43.895"
"2009","Auburn","SEC","11.094","30","26","24","22","","18","66.016","65.364","59.73","53.982"
"2009","LSU","SEC","15.346","13","12","22","16","","12","73.604","57.733","70.415","78.009"
"2009","Miami (OH)","Mid-American","-18.317","116","115","117","76","","112","16.213","24.11","28.831","16.135"
"2009","Ohio","Mid-American","-3.676","68","81","58","110","","85","44.702","29.701","56.798","60.169"
"2009","Kent State","Mid-American","-10.738","102","101","73","119","","99","31.186","20.608","46.589","56.752"
"2009","Akron","Mid-American","-12.936","112","108","98","97","","105","21.599","18.681","35.111","45.316"
"2009","Toledo","Mid-American","-10.797","93","102","101","98","","107","27.03","49.22","22.382","26.161"
"2009","Louisiana","Sun Belt","-11.968","83","106","76","106","","91","28.652","33.064","33.345","45.074"
"2009","Arkansas State","Sun Belt","-7.344","107","92","104","113","","109","30.052","26.403","36.598","64.709"
"2009","Louisiana Monroe","Sun Belt","-8.354","82","94","83","99","","93","33.059","35.586","42.017","33.959"
"2009","Troy","Sun Belt","-0.157","52","71","19","96","","41","55.832","59.854","44.964","62.412"
"2009","Alabama","SEC","23.968","1","3","4","5","","1","89.327","77.264","89.905","55.925"
"2009","Ole Miss","SEC","13.959","24","17","23","47","","24","66.234","50.155","77.108","42.379"
"2009","Mississippi State","SEC","4.038","50","55","84","1","","52","56.331","42.141","67.262","52.939"
"2009","Arkansas","SEC","14.471","27","15","32","21","","21","73.611","76.448","64.262","46.266"
"2009","Western Michigan","Mid-American","-9.569","100","98","87","115","","102","29.486","29.993","35.644","53.46"
"2009","Ball State","Mid-American","-13.446","117","109","110","116","","112","20.765","14.575","34.19","60.541"
"2009","Eastern Michigan","Mid-American","-21.357","119","118","119","94","","112","7.94","15.869","10.682","45.55"
"2009","Central Michigan","Mid-American","6.603","21","46","14","101","","36","68.369","71.465","53.324","64.113"
"2009","Northern Illinois","Mid-American","-2.624","85","80","49","117","","78","45.657","49.352","36.572","70.288"
"2009","Marshall","Conference USA","-4.288","75","83","54","87","","69","43.448","42.629","43.564","60.027"
"2009","Buffalo","Mid-American","-5.614","94","88","72","108","","92","38.719","43.59","45.172","28.993"
"2009","Florida State","ACC","9.481","37","33","66","3","","39","57.292","72.079","29.575","74.447"
"2009","Boston College","ACC","7.026","39","41","43","44","","40","61.857","43.134","72.388","55.059"
"2009","Clemson","ACC","13.223","29","20","36","23","","29","70.296","57.374","70.822","63.191"
"2009","NC State","ACC","1.131","72","63","86","48","","75","48.64","71.104","31.395","30.074"
"2009","Wake Forest","ACC","5.289","67","50","71","30","","61","55.866","64.947","48.474","34.275"
"2009","Virginia Tech","ACC","20.766","11","5","10","17","","7","80.847","76.976","73.756","56.743"
"2009","Miami","ACC","13.78","16","18","52","9","","31","70.125","63.901","66.796","58.165"
"2009","Georgia Tech","ACC","14.749","8","14","34","6","","20","75.159","85.127","45.451","58.526"
"2009","North Carolina","ACC","9.001","33","35","30","35","","25","65.158","39.763","85.022","34.727"
"2009","Virginia","ACC","0.591","81","65","85","13","","60","44.98","27.019","63.97","49.319"
"2009","Duke","ACC","-1.657","74","78","88","53","","72","44.443","46.98","45.66","45.031"
"2009","Bowling Green","Mid-American","-5.02","79","86","68","100","","90","41.7","47.22","38.26","51.274"
"2009","Florida Atlantic","Sun Belt","-10.571","95","100","92","109","","101","30.357","61.831","15.615","29.196"
"2009","Florida International","Sun Belt","-12.41","109","107","116","90","","112","21.468","22.084","26.187","63.894"
"2009","Army","FBS Independents","-14.612","98","110","77","112","","98","24.694","14.705","53.582","34.564"
