"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2010","Nebraska","Big 12","15.748","22","18","12","49","","12","75.643","60.377","77.892","61.114"
"2010","Colorado","Big 12","0.546","69","67","68","34","","53","48.197","51.468","48.969","39.807"
"2010","Kansas State","Big 12","3.974","59","55","65","56","","65","49.875","58.884","35.726","65.215"
"2010","Missouri","Big 12","16.163","18","16","15","43","","18","77.087","63.591","76.832","64.417"
"2010","Kansas","Big 12","-11.511","95","101","111","40","","99","23.042","25.448","33.736","36.85"
"2010","Iowa State","Big 12","-2.028","62","72","77","15","","57","47.195","43.694","50.435","54.076"
"2010","Texas","Big 12","6.198","71","44","72","51","","67","46.722","28.455","69.594","47.609"
"2010","Texas Tech","Big 12","5.15","37","50","56","52","","47","56.393","62.54","49.792","42.187"
"2010","Texas A&M","Big 12","13.821","21","19","42","23","","31","65.973","50.487","76.767","40.853"
"2010","Oklahoma","Big 12","21.139","7","8","6","18","","5","79.863","71.472","77.279","57.416"
"2010","Oklahoma State","Big 12","17.563","15","12","10","47","","15","76.708","74.024","67.184","62.243"
"2010","Baylor","Big 12","3.212","49","60","66","44","","56","53.85","70.123","42.923","30.384"
"2010","Utah","Mountain West","10.364","20","33","35","65","","36","68.245","57.818","67.305","64.619"
"2010","BYU","Mountain West","4.528","60","53","40","74","","45","56.632","43.137","66.167","56.906"
"2010","Colorado State","Mountain West","-14.89","99","106","113","62","","103","21.249","27.84","28.621","33.67"
"2010","Wyoming","Mountain West","-9.116","100","96","93","66","","88","28.998","32.424","31.958","53.63"
"2010","San Diego State","Mountain West","5.339","42","48","20","89","","35","63.45","69.39","53.976","47.343"
"2010","New Mexico","Mountain West","-22.529","115","116","120","71","","110","11.228","13.342","25.402","26.553"
"2010","Air Force","Mountain West","6.189","30","45","47","76","","54","63.085","66.622","53.535","50.673"
"2010","UNLV","Mountain West","-15.846","105","109","119","30","","104","15.409","25.557","18.1","42.318"
"2010","Middle Tennessee","Sun Belt","-11.01","104","100","86","120","","110","27.738","19.853","40.141","61.456"
"2010","North Texas","Sun Belt","-12.786","111","104","102","118","","110","24.223","33.89","25.187","42.506"
"2010","Connecticut","Big East","5.4","47","47","55","60","","55","54.904","40.366","63.066","59.916"
"2010","Maryland","ACC","8.156","26","38","34","55","","32","64.531","53.177","66.767","57.132"
"2010","Louisville","Big East","3.977","65","54","39","68","","48","55.922","51.338","53.514","63.607"
"2010","South Florida","Big East","4.865","41","51","44","57","","44","56.527","42.68","64.349","57.818"
"2010","Cincinnati","Big East","1.135","81","66","92","41","","80","44.44","56.364","34.487","50.307"
"2010","UCF","Conference USA","6.629","34","42","8","109","","30","64.019","57.774","61.401","61.46"
"2010","Memphis","Conference USA","-22.973","116","118","117","77","","110","9.112","9.707","22.122","34.693"
"2010","Southern Mississippi","Conference USA","1.611","70","62","30","104","","51","51.651","51.28","45.415","64.937"
"2010","East Carolina","Conference USA","-6.154","72","84","89","64","","83","38.785","57.685","19.62","70.606"
"2010","UAB","Conference USA","-9.189","102","97","83","92","","91","32.066","46.738","34.657","20.186"
"2010","Tulsa","Conference USA","3.87","28","56","26","93","","43","57.824","62.883","44.612","63.808"
"2010","Houston","Conference USA","1.228","91","65","74","85","","86","42.864","56.478","31.809","50.759"
"2010","SMU","Conference USA","-2.25","78","73","80","83","","93","46.233","48.807","51.103","31.115"
"2010","Tulane","Conference USA","-17.293","103","111","100","96","","109","21.426","30.384","32.132","18.822"
"2010","TCU","Mountain West","24.783","4","5","2","79","","4","88.128","79.746","83.946","63.125"
"2010","Idaho","Western Athletic","-6.411","82","87","81","82","","84","35.734","37.455","42.036","41.565"
"2010","Temple","Mid-American","-0.449","63","69","48","108","","76","45.54","38.637","50.031","59.786"
"2010","Western Kentucky","Sun Belt","-15.147","117","107","97","103","","100","21.613","25.656","31.235","35.419"
"2010","Louisiana Tech","Western Athletic","-6.581","83","88","64","78","","72","37.467","34.702","35.767","76.041"
"2010","Boise State","Western Athletic","26.916","11","2","1","84","","2","92.645","87.824","86.858","57.092"
"2010","Notre Dame","FBS Independents","10.839","33","50","25","29","","22","65.661","49.435","71.196","61.638"
"2010","Nevada","Western Athletic","11.105","10","27","9","91","","23","74.217","84.311","48.747","48.294"
"2010","New Mexico State","Western Athletic","-23.302","112","119","118","87","","110","10.189","15.045","16.29","42.176"
"2010","Utah State","Western Athletic","-11.993","93","103","103","75","","97","26.603","34.864","32.287","31.262"
"2010","Georgia","SEC","13.783","54","20","36","27","","24","71.388","67.766","61.911","67.933"
"2010","Florida","SEC","15.854","24","17","37","13","","28","68.153","52.003","76.242","50.52"
"2010","Tennessee","SEC","6.363","53","43","51","33","","34","57.905","54.69","58.407","48.644"
"2010","South Carolina","SEC","16.619","19","15","24","5","","10","78.352","74.967","74.689","40.464"
"2010","Kentucky","SEC","3.631","61","57","82","39","","69","52.181","61.224","39.499","55.428"
"2010","Vanderbilt","SEC","-7.714","97","92","107","20","","89","28.746","19.504","46.129","49.305"
"2010","San José State","Western Athletic","-17.466","118","113","115","61","","106","17.184","21.078","25.438","40.132"
"2010","Hawai'i","Western Athletic","5.528","43","46","19","88","","39","65.26","67.683","62.937","32.348"
"2010","Fresno State","Western Athletic","-2.482","57","74","57","81","","74","46.818","43.183","47.378","61.157"
"2010","UTEP","Conference USA","-10.087","96","98","67","112","","94","30.975","39.495","25.291","68.556"
"2010","Rice","Conference USA","-11.58","101","102","105","90","","110","22.391","33.406","19.084","59.201"
"2010","Auburn","SEC","22.692","1","7","13","7","","7","84.043","92.419","57.214","50.269"
"2010","LSU","SEC","16.759","5","14","18","11","","11","77.072","60.428","75.94","75.952"
"2010","Miami (OH)","Mid-American","-7.381","48","90","69","102","","87","38.979","30.257","54.169","47.788"
"2010","Ohio","Mid-American","-5.218","74","81","46","119","","85","44.231","37.723","46.331","68.651"
"2010","Kent State","Mid-American","-8.736","98","95","73","113","","96","31.182","20.341","54.574","35.271"
"2010","Akron","Mid-American","-22.727","120","117","109","111","","110","11.876","15.922","20.493","36.178"
"2010","Toledo","Mid-American","-6.85","67","89","52","97","","77","46.15","37.85","60.876","35.376"
"2010","Louisiana","Sun Belt","-17.453","109","112","104","99","","107","22.621","27.108","34.092","27.887"
"2010","Arkansas State","Sun Belt","-7.796","107","94","88","106","","101","35.271","43.859","35.689","39.194"
"2010","Louisiana Monroe","Sun Belt","-15.289","94","108","101","95","","105","22.772","23.553","36.457","35.413"
"2010","Troy","Sun Belt","-3.93","73","78","38","114","","73","42.806","44.455","41.503","56.455"
"2010","Alabama","SEC","26.177","9","3","5","10","","3","89.848","87.675","79.078","60.717"
"2010","Ole Miss","SEC","1.294","79","64","78","48","","63","43.544","49.688","42.682","41.699"
"2010","Mississippi State","SEC","12.239","17","23","27","25","","17","69.059","57.436","66.284","72.982"
"2010","Arkansas","SEC","19.49","8","9","14","14","","6","80.568","80.678","69.914","51.319"
"2010","Western Michigan","Mid-American","-2.997","92","75","41","115","","79","42.154","37.685","43.813","68.677"
"2010","Ball State","Mid-American","-14.18","108","105","90","117","","108","22.102","18.111","30.502","65.998"
"2010","Eastern Michigan","Mid-American","-23.68","113","120","116","98","","110","13.044","39.479","7.88","29.201"
"2010","Central Michigan","Mid-American","-7.506","110","91","98","94","","102","30.447","33.066","36.985","43.108"
"2010","Northern Illinois","Mid-American","6.82","45","41","17","116","","50","65.23","72.075","51.123","51.604"
"2010","Marshall","Conference USA","-10.512","89","99","91","86","","98","29.199","24.551","44.437","39.096"
"2010","Buffalo","Mid-American","-18.444","119","115","112","110","","110","16.061","8.725","43.541","43.321"
"2010","Florida State","ACC","17.167","16","13","28","9","","16","75.517","72.566","64.775","67.569"
"2010","Boston College","ACC","3.27","52","59","71","38","","61","54.064","27.498","76.923","47.625"
"2010","Clemson","ACC","10.379","55","31","50","22","","38","63.589","50.234","68.087","59.271"
"2010","NC State","ACC","11.588","23","26","16","28","","14","72.368","58.269","74.31","65.414"
"2010","Wake Forest","ACC","-6.033","85","83","99","26","","78","33.185","37.323","38.085","40.559"
"2010","Virginia Tech","ACC","18.365","14","10","23","37","","20","80.007","77.495","66.015","72.767"
"2010","Miami","ACC","12.01","32","24","62","6","","37","65.139","50.879","73.996","48.224"
"2010","Georgia Tech","ACC","5.292","68","49","76","50","","66","48.805","51.481","45.419","53.254"
"2010","North Carolina","ACC","10.378","29","32","61","21","","46","55.103","55.257","60.881","28.485"
"2010","Virginia","ACC","-1.928","80","70","85","42","","75","39.618","51.424","33.255","44.331"
"2010","Duke","ACC","-4.006","90","79","95","35","","81","35.917","42.403","30.005","65.123"
"2010","Bowling Green","Mid-American","-16.23","114","110","110","101","","110","20.436","14.021","35.83","58.813"
"2010","Florida Atlantic","Sun Belt","-17.489","106","114","108","107","","110","22.609","20.77","34.406","45.83"
"2010","Florida International","Sun Belt","-6.252","76","85","45","105","","68","44.605","46.114","45.515","48.58"
"2010","Army","FBS Independents","-5.035","77","80","32","100","","62","43.675","42.962","41.871","65.025"
