"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2007","Nebraska","Big 12","4.099","57","52","87","7","","58","47.581","64.424","32.065","53.343"
"2007","Colorado","Big 12","3.286","52","55","72","18","","55","54.309","45.963","60.793","52.393"
"2007","Kansas State","Big 12","6.428","65","46","54","40","","43","59.215","52.936","54.903","69.363"
"2007","Missouri","Big 12","20.016","1","6","1","23","","1","81.756","82.222","68.194","55.731"
"2007","Kansas","Big 12","18.855","2","9","2","71","","6","82.691","74.148","79.173","58.022"
"2007","Iowa State","Big 12","-7.412","86","86","103","26","","75","31.905","34.054","43.285","30.56"
"2007","Texas","Big 12","16.005","13","11","30","41","","24","70.972","67.328","64.467","58.766"
"2007","Texas Tech","Big 12","13.935","24","15","35","67","","31","69.836","77.804","49.501","58.539"
"2007","Texas A&M","Big 12","8.933","34","37","61","20","","42","56.381","58.489","46.887","65.029"
"2007","Oklahoma","Big 12","24.102","8","1","9","38","","7","82.501","77.208","75.27","60.223"
"2007","Oklahoma State","Big 12","11.16","38","25","39","22","","23","64.461","79.851","40.749","46.982"
"2007","Baylor","Big 12","-12.066","85","102","108","21","","87","28.258","22.453","48.839","30.197"
"2007","Utah","Mountain West","9.457","33","33","22","65","","25","66.574","43.362","75.646","69.788"
"2007","BYU","Mountain West","12.001","15","22","7","60","","12","72.048","67.841","69.601","46.569"
"2007","Colorado State","Mountain West","-3.467","97","76","84","62","","74","39.263","45.078","41.544","37.661"
"2007","Wyoming","Mountain West","-4.968","77","80","83","61","","72","38.231","25.457","63.334","35.202"
"2007","San Diego State","Mountain West","-6.994","82","85","99","51","","85","34.828","53.378","22.91","58.59"
"2007","New Mexico","Mountain West","2.321","44","59","49","84","","67","52.977","35.084","65.948","59.573"
"2007","Air Force","Mountain West","3.691","40","53","28","79","","45","59.638","63.568","53.403","44.578"
"2007","UNLV","Mountain West","-9.542","104","92","114","59","","103","31.555","29.759","44.558","38.252"
"2007","Middle Tennessee","Sun Belt","-8.282","91","88","70","92","","86","39.384","43.981","42.067","40.27"
"2007","North Texas","Sun Belt","-22.41","115","118","102","107","","112","17.669","26.138","23.308","33.582"
"2007","Connecticut","Big East","5.745","29","48","26","64","","26","62.626","46.711","68.384","64.411"
"2007","Maryland","ACC","5.151","61","50","40","29","","30","56.973","55.39","50.023","67.048"
"2007","Louisville","Big East","8.039","58","40","75","43","","63","57.269","76.507","34.99","41.625"
"2007","South Florida","Big East","13.329","23","17","27","34","","19","72.065","51.721","82.754","48.888"
"2007","Cincinnati","Big East","12.344","21","19","8","63","","13","72.755","57.135","75.683","62.173"
"2007","UCF","Conference USA","2.902","47","57","15","89","","35","59.771","52.262","62.642","53.144"
"2007","Memphis","Conference USA","-9.945","89","94","74","118","","110","27.635","48.975","19.61","35.856"
"2007","Southern Mississippi","Conference USA","-0.897","76","67","45","93","","66","44.306","41.247","47.502","57.093"
"2007","East Carolina","Conference USA","-1.222","55","70","51","76","","64","49.259","50.509","50.697","43.595"
"2007","UAB","Conference USA","-17.154","113","116","112","82","","113","21.712","27.386","21.784","63.143"
"2007","Tulsa","Conference USA","1.37","48","61","34","96","","59","53.715","73.695","35.134","35.634"
"2007","Houston","Conference USA","-1.133","66","69","58","100","","79","47.624","54.452","48.243","30.268"
"2007","SMU","Conference USA","-14.304","119","109","101","91","","105","24.806","36.654","21.326","56.893"
"2007","Tulane","Conference USA","-13.715","107","107","77","115","","102","27.267","31.58","33.465","40.692"
"2007","TCU","Mountain West","6.031","53","47","37","73","","50","61.662","45.91","68.868","63.533"
"2007","Idaho","Western Athletic","-18.178","118","117","118","88","","117","15.837","14.957","23.667","66.344"
"2007","Temple","Mid-American","-16.248","106","114","109","117","","117","22.617","17.658","45.478","30.399"
"2007","Louisiana Tech","Western Athletic","-12.182","84","104","92","80","","91","35.032","25.646","51.461","50.76"
"2007","Boise State","Western Athletic","11.822","43","23","13","110","","40","64.379","68.993","41.632","78.732"
"2007","Notre Dame","FBS Independents","-5.234","81","50","111","11","","89","34.468","15.427","63.858","44.127"
"2007","Nevada","Western Athletic","-4.562","88","78","62","101","","82","42.99","63.952","35.331","21.833"
"2007","New Mexico State","Western Athletic","-15.708","108","112","89","97","","97","22.731","39.692","26.561","14.298"
"2007","Utah State","Western Athletic","-14.791","111","110","113","78","","108","21.864","29.728","24.123","49.268"
"2007","Georgia","SEC","15.129","5","13","23","13","","17","74.479","71.139","67.656","56.739"
"2007","Florida","SEC","20.46","19","5","6","16","","5","82.556","93.054","49.775","63.369"
"2007","Tennessee","SEC","12.291","11","20","36","10","","18","68.014","67.967","61.678","49.873"
"2007","South Carolina","SEC","10.048","42","29","65","14","","52","59.2","47.081","64.467","57.582"
"2007","Kentucky","SEC","9.965","27","30","52","27","","46","62.462","70.91","49.218","45.969"
"2007","Vanderbilt","SEC","2.983","63","56","59","36","","53","49.165","41.097","63.534","33.346"
"2007","San José State","Western Athletic","-9.851","87","93","90","83","","90","33.909","40.054","38.569","34.362"
"2007","Hawai'i","Western Athletic","8.279","16","39","14","112","","54","64.942","71.437","55.77","39.161"
"2007","Fresno State","Western Athletic","0.559","37","65","31","81","","51","57.181","64.962","39.25","71.836"
"2007","UTEP","Conference USA","-10.514","101","98","78","106","","95","34.028","46.312","25.241","65.459"
"2007","Rice","Conference USA","-14.113","109","108","106","98","","115","22.595","35.645","22.23","40.377"
"2007","Auburn","SEC","12.35","18","18","21","31","","15","67.944","53.062","73.596","58.263"
"2007","LSU","SEC","22.707","3","3","11","15","","9","80.849","75.048","75.765","55.819"
"2007","Miami (OH)","Mid-American","-10.396","90","95","85","105","","98","32.954","28.574","47.414","39.896"
"2007","Ohio","Mid-American","-10.41","95","96","50","119","","93","32.472","35.695","31.855","61.73"
"2007","Kent State","Mid-American","-12.427","114","105","88","116","","100","27.632","29.595","35.73","43.169"
"2007","Akron","Mid-American","-11.925","102","101","86","108","","94","28.803","23.599","40.405","53.778"
"2007","Toledo","Mid-American","-12.116","94","103","91","109","","106","25.022","43.763","17.091","49.158"
"2007","Louisiana","Sun Belt","-16.098","110","113","104","103","","111","23.019","41.583","20.623","32.179"
"2007","Arkansas State","Sun Belt","-10.488","93","97","100","104","","107","28.901","32.331","39.22","30.727"
"2007","Louisiana Monroe","Sun Belt","-8.913","80","90","76","90","","88","36.116","35.155","40.634","55.685"
"2007","Troy","Sun Belt","3.304","45","54","29","86","","47","60.635","49.157","63.893","64.357"
"2007","Alabama","SEC","8.765","46","38","33","33","","27","60.079","52.815","59.978","61.11"
"2007","Ole Miss","SEC","-2.482","83","73","82","17","","62","43.627","44.159","46.714","45.866"
"2007","Mississippi State","SEC","1.63","25","60","73","30","","57","53.894","32.202","71.541","53.614"
"2007","Arkansas","SEC","10.809","35","26","24","48","","20","67.836","66.911","61.502","53.968"
"2007","Western Michigan","Mid-American","-6.351","92","83","63","99","","84","37.909","33.431","44.663","59.012"
"2007","Ball State","Mid-American","-2.231","78","72","64","94","","77","46.085","50.722","40.875","56.055"
"2007","Eastern Michigan","Mid-American","-13.091","100","106","107","102","","114","23.83","37.671","21.581","44.176"
"2007","Central Michigan","Mid-American","-4.859","72","79","67","87","","80","42.485","62.776","26.119","51.04"
"2007","Northern Illinois","Mid-American","-15.106","116","111","98","111","","109","21.521","20.762","31.244","51.77"
"2007","Marshall","Conference USA","-8.866","99","89","105","75","","96","30.551","47.236","25.129","40.966"
"2007","Buffalo","Mid-American","-10.705","98","99","94","114","","104","28.453","33.776","27.435","62.743"
"2007","Florida State","ACC","7.551","39","42","56","25","","33","58.321","40.322","67.623","62.662"
"2007","Boston College","ACC","9.636","14","32","25","49","","21","67.492","61.813","69.551","41.082"
"2007","Clemson","ACC","15.249","30","12","10","53","","14","72.333","69.372","69.091","45.246"
"2007","NC State","ACC","-2.686","70","75","95","35","","71","43.236","32.005","54.751","56.708"
"2007","Wake Forest","ACC","6.506","31","45","38","54","","36","63.551","43.826","74.756","56.606"
"2007","Virginia Tech","ACC","16.348","10","10","12","42","","11","75.029","47.835","81.822","74.105"
"2007","Miami","ACC","1.346","74","62","71","52","","65","42.577","32.182","63.78","25.837"
"2007","Georgia Tech","ACC","4.876","60","51","60","55","","61","53.198","45.16","51.616","72.096"
"2007","North Carolina","ACC","-0.928","79","68","96","37","","73","47.721","39.165","52.647","60.555"
"2007","Virginia","ACC","7.918","32","41","41","50","","48","58.556","53.767","62.115","44.435"
"2007","Duke","ACC","-9.482","105","91","110","24","","92","30.458","35.111","40.699","25.688"
"2007","Bowling Green","Mid-American","-7.79","75","87","57","113","","83","39.401","49.585","33.266","52.058"
"2007","Florida Atlantic","Sun Belt","-6.435","59","84","66","85","","70","43.935","48.657","46.831","34.34"
"2007","Florida International","Sun Belt","-22.426","117","119","119","74","","117","13.95","12.283","25.866","48.965"
"2007","Army","FBS Independents","-17.094","103","115","117","77","","116","19.822","10.314","41.347","55.224"
