"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2023","Ohio","Mid-American","-5.037","55","85","31","130","","75","45.821","39.866","60.378","34.44"
"2023","Kent State","Mid-American","-23.961","133","133","132","113","","122","12.521","17.517","19.421","41.182"
"2023","Akron","Mid-American","-20.022","132","131","119","124","","122","17.977","14.662","36.378","38.555"
"2023","Toledo","Mid-American","0.536","38","62","28","128","","68","55.948","55.53","55.571","45.716"
"2023","South Florida","American Athletic","-9.854","94","106","83","94","","102","35.234","42.693","30.969","57.955"
"2023","East Carolina","American Athletic","-7.708","128","98","102","61","","108","30.552","12.83","52.867","70.418"
"2023","Tulsa","American Athletic","-13.345","106","115","116","58","","107","28.132","33.196","29.562","54.125"
"2023","Temple","American Athletic","-19.353","124","129","127","109","","122","17.077","30.798","16.718","42.309"
"2023","Memphis","American Athletic","2.782","41","53","35","101","","57","55.25","65.81","40.394","55.356"
"2023","Navy","American Athletic","-12.092","98","113","82","86","3","95","26.773","12.575","53.474","53.359"
"2023","Tulane","American Athletic","3.05","25","51","12","98","","29","60.759","46.835","66.943","59.144"
"2023","Western Kentucky","Conference USA","-5.151","78","87","37","75","","61","45.111","48.444","47.364","38.375"
"2023","Florida International","Conference USA","-21.253","122","132","121","129","","122","16.573","14.308","28.354","51.052"
"2023","Louisiana Tech","Conference USA","-15.166","126","125","126","100","","122","20.4","29.363","19.857","56.051"
"2023","Middle Tennessee","Conference USA","-10.135","116","107","76","64","","90","34.526","31.876","45.006","43.431"
"2023","UTEP","Conference USA","-14.68","125","121","123","112","","122","24.801","33.134","26.992","44.393"
"2023","Oregon State","Pac-12","13.996","31","18","23","45","","18","79.392","79.074","67.781","54.727"
"2023","Washington State","Pac-12","3.221","73","50","62","41","","43","62.169","54.667","62.054","59.872"
"2023","James Madison","Sun Belt","6.522","18","37","7","119","","25","67.614","53.436","70.687","63.946"
"2023","Marshall","Sun Belt","-5.714","83","92","98","107","","105","38.251","30.019","54.825","40.227"
"2023","USC","Pac-12","13.091","36","21","63","18","","42","69.753","82.697","42.068","66.367"
"2023","UCLA","Pac-12","7.056","50","35","56","66","","48","61.585","41.29","82.53","24.638"
"2023","California","Pac-12","4.077","47","48","68","25","","41","55.737","47.929","63.028","43.913"
"2023","Stanford","Pac-12","-9.769","89","105","128","28","","93","32.24","38.784","28.157","64.11"
"2023","Arizona","Pac-12","11.44","24","22","32","72","","28","73.172","77.614","56.651","58.122"
"2023","Arizona State","Pac-12","-7.512","95","95","111","43","","83","34.901","34.21","47.91","30.309"
"2023","SMU","American Athletic","13.838","19","20","11","76","","23","78.195","68.424","76.715","57.256"
"2023","Georgia Southern","Sun Belt","-7.579","97","96","61","116","","87","41.274","45.945","38.258","53.617"
"2023","Old Dominion","Sun Belt","-9.52","87","104","91","108","","103","34.487","23.436","52.859","45.655"
"2023","Coastal Carolina","Sun Belt","-2.807","76","79","71","117","1","94","46.536","57.765","44.091","26.426"
"2023","Appalachian State","Sun Belt","-0.603","67","68","60","99","","73","53.058","62.461","40.946","53.498"
"2023","Georgia State","Sun Belt","-8.616","86","100","65","89","","76","40.191","48.127","34.152","58.17"
"2023","South Alabama","Sun Belt","0.785","91","59","64","103","","77","47.699","50.405","46.153","48.561"
"2023","Louisiana","Sun Belt","-5.369","102","89","55","123","","92","44.581","53.233","37.14","55.141"
"2023","Texas State","Sun Belt","-8.459","79","99","43","125","","80","41.136","53.018","32.252","53.191"
"2023","Arkansas State","Sun Belt","-8.951","90","101","85","83","","99","35.621","40.146","33.984","57.719"
"2023","Louisiana Monroe","Sun Belt","-19.6","130","130","130","84","","122","21.574","15.452","37.275","51.618"
"2023","Southern Mississippi","Sun Belt","-14.169","119","119","112","87","","112","26.935","32.097","33.556","37.572"
"2023","Troy","Sun Belt","5.742","30","45","19","95","","47","65.342","50.585","73.525","51.212"
"2023","Alabama","SEC","24.925","4","5","16","5","","7","84.968","76.211","80.844","61.941"
"2023","Ole Miss","SEC","15.302","8","15","25","6","","16","75.391","76.693","64.536","49.591"
"2023","Mississippi State","SEC","0.859","58","58","94","31","","63","45.573","31.326","62.302","47.192"
"2023","Arkansas","SEC","2.225","81","56","90","8","","60","47.846","34.458","61.741","53.372"
"2023","Western Michigan","Mid-American","-13.543","113","116","106","111","","113","27.906","39.386","26.072","43.04"
"2023","Ball State","Mid-American","-11.731","118","111","110","80","","119","27.865","24.814","43.874","37.749"
"2023","Eastern Michigan","Mid-American","-14.689","108","122","75","132","","115","25.912","23.951","31.987","65.656"
"2023","Central Michigan","Mid-American","-13.01","104","114","113","91","","120","26.496","36.193","25.262","50.309"
"2023","Northern Illinois","Mid-American","-7.254","105","94","79","131","","117","36.439","35.852","43.598","45.528"
"2023","Connecticut","FBS Independents","-15.874","123","126","109","93","","111","25.161","23.464","35.941","48.435"
"2023","Oregon","Pac-12","25.043","10","4","4","52","","5","90.094","93.321","73.578","35.343"
"2023","Washington","Pac-12","17.544","1","13","6","11","","3","82.666","86.101","64.802","60.593"
"2023","Utah","Pac-12","10.768","22","25","54","30","","31","65.114","50.684","74.826","48.257"
"2023","Colorado","Pac-12","-2.096","77","75","115","35","","82","44.305","50.524","38.852","55.741"
"2023","BYU","Big 12","-1.805","59","73","87","29","","53","52.478","36.286","62.31","60.603"
"2023","Cincinnati","Big 12","-1.067","103","70","89","70","","74","41.229","51.614","36.892","37.774"
"2023","Houston","Big 12","-2.113","82","76","108","50","","88","42.491","51.077","36.881","53.212"
"2023","UCF","Big 12","9.736","52","27","45","38","","30","69.854","75.965","58.387","40.005"
"2023","Buffalo","Mid-American","-13.592","129","117","120","118","","122","20.865","16.698","40.189","41.208"
"2023","Florida State","ACC","19.915","3","11","15","55","","14","83.68","70.051","84.429","58.266"
"2023","Boston College","ACC","-5.102","68","86","103","79","","98","38.527","51.282","29.636","49.017"
"2023","Clemson","ACC","13.892","27","19","17","51","","13","72.489","48.101","90.04","37.087"
"2023","NC State","ACC","6.943","21","36","18","65","","22","65.952","47.142","75.741","57.991"
"2023","Wake Forest","ACC","-1.563","85","72","118","46","","91","44.613","38.193","52.655","52.027"
"2023","Virginia Tech","ACC","4.101","66","47","69","67","","59","56.537","58.805","47.917","60.607"
"2023","Miami","ACC","11.169","42","24","38","56","","33","68.436","66.666","63.176","51.762"
"2023","Georgia Tech","ACC","3.049","48","52","77","40","","50","55.267","64.55","43.236","53.728"
"2023","North Carolina","ACC","10.237","37","26","27","77","","27","64.036","77.006","45.498","43.228"
"2023","Virginia","ACC","-5.286","96","88","95","57","","64","44.701","44.034","50.919","40.077"
"2023","Duke","ACC","8.778","39","32","47","49","","37","68.7","63.774","63.667","60.347"
"2023","Bowling Green","Mid-American","-5.514","72","90","53","71","","67","48.351","34.963","57.125","66.822"
"2023","Missouri","SEC","15.277","9","16","13","34","","10","78.168","79.322","67.958","47.09"
"2023","Texas A&M","SEC","15.36","33","14","22","15","","15","75.057","65.814","76.34","50.751"
"2023","Syracuse","ACC","2.396","65","55","80","62","","69","51.879","48.599","56.843","40.583"
"2023","Pittsburgh","ACC","-0.369","100","66","107","47","","81","43.622","32.282","60.013","38.896"
"2023","Utah State","Mountain West","-7.651","93","97","100","115","","114","35.921","48.054","32.714","40.469"
"2023","Boise State","Mountain West","5.186","61","46","34","88","","46","62.644","69.244","54.981","38.547"
"2023","Colorado State","Mountain West","-11.774","107","112","88","122","","109","30.563","28.491","37.664","56.051"
"2023","Wyoming","Mountain West","-2.253","51","77","39","78","","56","52.814","49.133","53.897","53.403"
"2023","New Mexico","Mountain West","-14.483","117","120","114","97","","118","24.497","51.214","14.847","28.024"
"2023","Air Force","Mountain West","-0.348","69","65","44","126","","89","54.05","53.281","54.933","45.498"
"2023","Fresno State","Mountain West","-3.493","64","80","50","121","","86","44.961","49.616","40.035","58.199"
"2023","San Diego State","Mountain West","-10.899","111","109","93","96","","106","28.386","26.513","32.752","65.863"
"2023","UNLV","Mountain West","-1.823","54","74","42","68","","78","49.177","49.515","43.02","66.924"
"2023","San José State","Mountain West","0.229","63","63","33","90","2","44","57.659","63.455","42.174","70.875"
"2023","Nevada","Mountain West","-19.065","131","128","131","110","","122","15.987","11.838","35.332","45.751"
"2023","Hawai'i","Mountain West","-14.93","112","123","122","74","","122","21.705","28.596","28.721","33.757"
"2023","Louisville","ACC","11.36","16","23","20","53","","20","72.759","63.856","75.697","45.123"
"2023","Ohio State","Big Ten","27.485","6","2","9","7","","4","89.569","83.397","86.658","44.2"
"2023","Michigan State","Big Ten","-3.512","75","81","104","3","","72","38.745","32.821","44.666","62.478"
"2023","Maryland","Big Ten","8.085","40","33","49","9","","40","66.299","64.78","61.709","49.654"
"2023","Rutgers","Big Ten","2.552","46","54","74","2","","49","53.752","43.039","59.273","62.059"
"2023","Michigan","Big Ten","27.625","2","1","1","33","","1","94.395","88.226","91.352","54.858"
"2023","Penn State","Big Ten","25.618","11","3","8","32","","8","85.731","66.931","89.424","64.921"
"2023","Indiana","Big Ten","-2.761","99","78","101","1","","71","41.79","48.141","38.489","51.284"
"2023","UAB","American Athletic","-10.908","114","110","99","81","","110","31.707","51.298","24.139","39.61"
"2023","Florida Atlantic","American Athletic","-7.215","115","93","86","102","","101","34.323","30.049","43.728","50.692"
"2023","Charlotte","American Athletic","-14.993","120","124","124","92","","122","22.913","17.6","42.495","39.432"
"2023","North Texas","American Athletic","-10.163","109","108","96","105","","116","31.609","55.225","15.688","57.354"
"2023","Rice","American Athletic","-3.93","88","83","66","82","","85","44.157","54.22","40.948","38.389"
"2023","UT San Antonio","American Athletic","1.111","60","57","40","104","","62","51.002","48.414","51.206","56.495"
"2023","Jacksonville State","Conference USA","-3.69","71","82","58","127","","96","47.641","34.993","59.258","55.449"
"2023","Liberty","Conference USA","3.816","14","49","2","133","","24","67.732","83.531","42.547","34.869"
"2023","New Mexico State","Conference USA","-5.585","57","91","36","106","","66","49.541","63.924","34.068","57.638"
"2023","Sam Houston State","Conference USA","-14.085","127","118","105","120","","120","28.409","20.226","47.562","49.319"
"2023","Wisconsin","Big Ten","6.043","53","43","78","73","","79","56.339","46.859","61.594","55.885"
"2023","Minnesota","Big Ten","-0.564","70","67","92","20","","70","45.156","45.237","46.429","51.196"
"2023","Nebraska","Big Ten","0.695","80","60","57","69","","52","52.597","30.806","73.335","45.084"
"2023","Iowa","Big Ten","6.086","15","41","41","21","","39","61.244","18.216","86.165","61.239"
"2023","Illinois","Big Ten","0.543","74","61","97","60","","84","45.217","52.138","44.335","38.615"
"2023","Northwestern","Big Ten","-0.304","44","64","70","59","","54","51.011","44.627","52.849","61.41"
"2023","Purdue","Big Ten","-0.634","84","69","117","22","","97","41.281","48.18","42.793","34.643"
"2023","Army","FBS Independents","-8.953","92","102","51","85","4","65","37.463","31.632","42.091","70.153"
"2023","Texas","Big 12","23.196","5","7","3","13","","2","86.583","76.615","83.977","60.972"
"2023","Oklahoma","Big 12","22.492","12","8","10","54","","9","84.142","84.36","76.697","33.868"
