"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2022","Notre Dame","FBS Independents","12.6","20","17","24","33","","18","69.601","59.985","66.897","66.833"
"2022","Georgia","SEC","29.908","1","1","1","8","","1","93.511","90.791","87.647","45.406"
"2022","Florida","SEC","7.555","44","33","81","3","","45","60.994","69.396","49.078","49.533"
"2022","Tennessee","SEC","22.728","5","5","8","7","","4","84.959","90.062","58.984","68.61"
"2022","South Carolina","SEC","4.416","23","49","61","13","","34","61.258","58.008","49.932","79.756"
"2022","Kentucky","SEC","5.824","40","44","73","16","","48","59.284","46.761","72.541","34.773"
"2022","Vanderbilt","SEC","-6.834","67","96","111","6","","78","39.354","42.964","37.914","55.429"
"2022","Oklahoma State","Big 12","6.663","42","38","71","38","","44","60.448","45.4","65.478","66.939"
"2022","Kansas State","Big 12","14.823","12","12","14","11","","8","77.392","70.169","73.461","57.448"
"2022","Baylor","Big 12","9.044","57","26","53","37","","29","61.65","66.688","55.36","37.032"
"2022","Iowa State","Big 12","6.28","75","41","83","40","","55","57.494","40.857","78.383","33.853"
"2022","Texas Tech","Big 12","8.326","22","28","69","27","","37","62.028","54.883","65.417","48.646"
"2022","Kansas","Big 12","3.37","48","58","91","31","","56","60.21","82.028","38.063","37.048"
"2022","TCU","Big 12","14.378","2","13","30","4","","13","80.5","80.39","69.518","54.974"
"2022","West Virginia","Big 12","4.097","64","52","101","39","","64","56.578","60.693","43.999","64.27"
"2022","UMass","FBS Independents","-24.191","131","130","128","106","","120","12.378","11.08","27.916","45.124"
"2022","BYU","FBS Independents","0.819","52","65","55","73","","58","50.481","70.378","34.793","40.904"
"2022","New Mexico State","FBS Independents","-14.896","98","121","76","101","","103","29.805","38.285","30.987","43.188"
"2022","Liberty","FBS Independents","-3.902","76","81","52","112","","81","44.748","35.822","54.191","53.85"
"2022","Auburn","SEC","6.205","47","42","84","1","","43","55.022","47.067","62.103","45.36"
"2022","LSU","SEC","17.436","8","10","58","2","","27","78.295","78.649","74.431","26.438"
"2022","Miami (OH)","Mid-American","-11.731","108","110","88","123","","114","32.967","25.724","39.77","68.042"
"2022","Ohio","Mid-American","-5.963","60","90","42","86","","74","44.794","58.909","33.576","49.267"
"2022","Kent State","Mid-American","-7.012","99","97","95","48","","100","35.16","47.812","31.399","41.561"
"2022","Akron","Mid-American","-17.322","130","126","125","79","","120","22.273","23.398","33.714","40.835"
"2022","Toledo","Mid-American","-3.347","77","77","51","76","","92","43.996","37.23","57.646","41.009"
"2022","South Florida","American Athletic","-10.481","125","104","130","74","","117","23.504","49.408","13.51","52.073"
"2022","East Carolina","American Athletic","1.775","62","64","57","88","","68","54.675","70.734","39.058","37.309"
"2022","Tulsa","American Athletic","-4.107","89","84","106","87","","102","43.074","50.493","42.491","37.352"
"2022","Temple","American Athletic","-11.777","117","111","102","98","","105","30.527","27.6","45.062","36.363"
"2022","Memphis","American Athletic","4.188","72","51","37","78","","50","54.944","52.515","57.31","44.681"
"2022","Navy","American Athletic","-3.458","92","79","113","75","","97","41.119","29.593","60.936","42.641"
"2022","Tulane","American Athletic","9.496","10","25","11","65","","23","72.309","67.791","66.819","57.074"
"2022","Western Kentucky","Conference USA","5.077","70","48","32","107","","62","58.312","61.962","57.275","31.975"
"2022","Florida International","Conference USA","-25.404","120","131","127","129","","120","11.707","15.296","16.405","60.979"
"2022","Louisiana Tech","Conference USA","-13.24","123","116","110","90","","111","24.019","35.013","22.977","46.695"
"2022","Middle Tennessee","Conference USA","-6.562","74","95","72","122","","96","41.66","31.351","48.485","69.816"
"2022","UTEP","Conference USA","-11.393","111","108","80","114","","104","30.867","31.676","34.169","59.182"
"2022","Oregon State","Pac-12","12.157","17","19","21","52","","16","76.446","63.005","76.701","62.14"
"2022","Washington State","Pac-12","3.766","46","55","47","44","","33","62.826","48.637","68.929","57.247"
