"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2017","Rice","Conference USA","-22.93","128","124","126","97","","122","9.898","18.413","13.938","39.802"
"2017","Oregon","Pac-12","9.391","52","28","58","56","","44","61.929","55.919","64.325","47.504"
"2017","Stanford","Pac-12","15.756","22","13","35","6","","18","72.865","77.561","55.561","64.906"
"2017","Washington","Pac-12","21.666","19","8","14","52","","15","82.38","78.294","75.368","55.353"
"2017","California","Pac-12","2.044","62","55","103","28","","71","51.2","46.759","55.78","48.581"
"2017","Oregon State","Pac-12","-12.715","117","108","124","23","","102","21.414","32.936","21.658","46.579"
"2017","Connecticut","American Athletic","-16.223","109","115","116","70","","116","24.184","34.116","26.146","40.782"
"2017","Washington State","Pac-12","7.071","23","36","51","45","","37","62.213","45.66","78.843","38.278"
"2017","USC","Pac-12","13.602","12","16","26","5","","16","71.709","67.455","68.023","50.116"
"2017","BYU","FBS Independents","-7.979","105","93","105","71","","98","29.838","19.748","49.324","48.913"
"2017","Auburn","SEC","21.595","11","9","10","9","","6","82.35","70.683","84.739","46.804"
"2017","LSU","SEC","13.933","20","14","30","44","","22","74.853","75.454","67.608","44.049"
"2017","Miami (OH)","Mid-American","-8.249","106","96","57","120","","88","38.076","36.673","43.35","52.375"
"2017","Ohio","Mid-American","1.073","69","61","23","125","","74","56.122","56.944","51.924","53.218"
"2017","Kent State","Mid-American","-23.07","122","125","125","84","","122","11.77","8.966","27.571","49.494"
"2017","Akron","Mid-American","-12.316","84","105","92","81","","95","33.297","29.564","44.196","45.45"
"2017","Toledo","Mid-American","1.162","44","59","15","103","","55","57.477","63.963","44.105","59.08"
"2017","UCLA","Pac-12","4.82","48","45","96","8","","58","52.751","63.181","43.434","45.15"
"2017","Utah","Pac-12","6.251","46","38","28","50","","28","64.592","47.653","71.746","63.888"
"2017","Arizona State","Pac-12","4.055","43","47","77","18","","51","56.471","65.878","45.051","45.71"
"2017","Arizona","Pac-12","5.312","55","43","44","63","","45","61.371","81.241","39.394","40.644"
"2017","Colorado","Pac-12","-0.487","77","67","81","62","","63","46.355","47.857","42.179","62.89"
"2017","Middle Tennessee","Conference USA","-8.987","95","98","73","117","","96","39.44","34.953","47.882","49.241"
"2017","Florida Atlantic","Conference USA","2.222","47","52","11","123","","46","61.5","69.194","43.797","66.782"
"2017","Florida International","Conference USA","-13.996","80","110","79","119","","101","29.043","37.242","27.355","55.96"
"2017","North Texas","Conference USA","-8.344","64","97","80","95","","92","38.991","54.182","27.036","56.92"
"2017","UT San Antonio","Conference USA","-8.083","98","95","54","130","","97","40.711","34.463","53.471","46.635"
"2017","Louisiana Tech","Conference USA","-6.524","91","87","31","110","","78","38.564","41.645","41.781","43.713"
"2017","Western Kentucky","Conference USA","-13.591","110","109","83","129","","118","24.373","31.398","25.936","50.164"
"2017","Temple","American Athletic","-3.908","74","79","71","79","","73","45.589","34.424","56.437","56.874"
"2017","South Florida","American Athletic","4.953","31","44","8","108","","30","62.151","58.362","64.94","39.786"
"2017","Cincinnati","American Athletic","-12.328","100","106","119","73","","117","27.839","37.186","29.15","42.508"
"2017","East Carolina","American Athletic","-16.258","101","116","113","67","","106","19.127","44.151","9.749","48.631"
"2017","UCF","American Athletic","13.79","6","15","2","77","","10","80.563","80.433","66.645","63.725"
"2017","Houston","American Athletic","1.871","60","56","38","69","","52","59.408","44.314","68.013","53.071"
"2017","Navy","American Athletic","2.061","61","54","43","66","","43","57.952","63.315","45.606","56.824"
"2017","Memphis","American Athletic","8.929","28","30","19","78","","39","65.882","73.987","49.032","55.892"
"2017","Tulsa","American Athletic","-7.057","119","89","108","68","","103","31.37","47.632","23.985","46.428"
"2017","Tulane","American Athletic","-4.551","87","83","85","72","","85","42.962","43.272","43.511","56.535"
"2017","SMU","American Athletic","-2.52","70","72","84","74","","86","45.727","65.806","29.526","43.07"
"2017","Charlotte","Conference USA","-25.07","129","127","127","116","","122","10.532","11.048","18.479","59.23"
"2017","UAB","Conference USA","-12.619","88","107","52","128","","93","33","36.088","43.159","29.289"
"2017","Louisiana","Sun Belt","-17.704","103","121","104","104","","112","22.427","40.258","17.988","45.161"
"2017","Arkansas State","Sun Belt","-3.705","90","78","47","127","","91","45.705","41.01","50.975","54.82"
"2017","Louisiana Monroe","Sun Belt","-11.877","108","103","109","89","","114","27.083","58.59","10.206","60.65"
"2017","Troy","Sun Belt","-0.499","32","68","12","124","","40","54.586","48.491","60.655","43.397"
"2017","South Alabama","Sun Belt","-15.826","115","114","101","105","","113","28.175","16.718","41.025","74.045"
"2017","Texas State","Sun Belt","-25.571","127","128","114","111","","122","13.947","17.773","25.433","30.652"
"2017","Georgia State","Sun Belt","-15.513","86","113","76","126","","109","26.473","25.158","41.182","36.394"
"2017","Georgia Southern","Sun Belt","-16.522","125","118","115","94","","120","19.405","22.813","23.474","57.067"
"2017","Appalachian State","Sun Belt","0.883","63","63","33","121","","79","54.193","46.74","62.778","42.646"
"2017","Coastal Carolina","Sun Belt","-18.062","123","122","112","115","","122","22.228","34.178","21.033","47.868"
"2017","Alabama","SEC","28.419","1","1","3","29","","2","92.784","86.43","89.9","50.588"
"2017","Ole Miss","SEC","2.11","54","53","59","61","","41","54.1","63.964","41.127","56.65"
"2017","Mississippi State","SEC","13.302","18","19","39","41","","23","73.581","56.038","83.073","52.711"
"2017","Arkansas","SEC","-1.352","76","69","94","31","","62","43.701","54.658","35.315","52.056"
"2017","Western Michigan","Mid-American","-4.084","89","80","66","100","","81","43.943","45.848","35.291","72.531"
"2017","Ball State","Mid-American","-26.469","126","129","123","122","","122","9.993","21.524","13.207","28.954"
"2017","Eastern Michigan","Mid-American","-6.518","99","86","70","90","","84","43.18","32.466","57.94","48.046"
"2017","Central Michigan","Mid-American","-7.89","73","92","90","98","","104","37.667","32.935","49.473","42.12"
"2017","Northern Illinois","Mid-American","-3.265","68","74","40","93","","65","50.789","34.763","69.186","43.412"
"2017","Marshall","Conference USA","-4.478","79","82","41","113","","76","45.604","37.405","51.708","62.274"
"2017","Old Dominion","Conference USA","-18.248","104","123","97","107","","111","22.589","21.498","33.722","47.983"
"2017","Southern Mississippi","Conference USA","-7.422","81","90","62","112","","89","39.689","35.253","49.716","45.722"
"2017","Buffalo","Mid-American","-7.794","97","91","36","109","","77","43.99","56.313","34.84","49.445"
"2017","Florida State","ACC","13.296","37","20","55","15","","25","68.534","52.794","74.026","56.048"
"2017","Boston College","ACC","7.151","38","35","60","11","","34","67.406","52.303","73.265","58.269"
"2017","Clemson","ACC","24.206","3","5","4","3","","4","89.013","76.396","90.872","47.253"
"2017","NC State","ACC","13.074","16","21","27","10","","14","72.232","76.564","61.448","39.12"
"2017","Wake Forest","ACC","8.914","25","31","42","7","","19","72.494","73.852","64.276","48.514"
"2017","Virginia Tech","ACC","13.445","24","18","25","58","","27","71.726","49.827","79.168","69.479"
"2017","Miami","ACC","13.504","14","17","32","17","","24","71.574","63.956","74.184","38.888"
"2017","Georgia Tech","ACC","7.633","49","33","56","12","","29","63.171","69.064","57.126","35.052"
"2017","North Carolina","ACC","0.887","92","62","93","36","","64","47.324","41.01","50.606","60.725"
"2017","Virginia","ACC","-3.324","58","75","89","37","","61","46.835","35.41","59.084","53.058"
"2017","Duke","ACC","6.56","50","37","74","46","","57","61.888","50.884","72.188","41.062"
"2017","Bowling Green","Mid-American","-16.321","121","117","121","86","","121","22.329","33.084","19.93","58.278"
"2017","Missouri","SEC","5.944","56","39","72","65","","60","56.703","73.674","38.746","42.498"
"2017","Texas A&M","SEC","5.874","42","40","82","39","","56","56.946","48.346","60.167","57.637"
"2017","Syracuse","ACC","0.699","71","64","98","16","","59","50.158","53.412","46.383","49"
"2017","Pittsburgh","ACC","1.842","57","57","78","21","","49","57.427","57.476","52.206","57.201"
"2017","Utah State","Mountain West","-5.688","96","85","68","96","","87","46.661","28.151","63.263","53.926"
"2017","Boise State","Mountain West","5.725","30","41","18","76","","38","67.782","62.525","64.749","56.07"
"2017","Colorado State","Mountain West","-2.35","85","71","29","101","","66","44.412","63.189","26.561","48.998"
"2017","Wyoming","Mountain West","-3.381","72","77","61","99","","82","48.666","24.735","67.158","60.347"
"2017","New Mexico","Mountain West","-15.115","114","112","118","85","","119","21.487","24.383","30.539","40.563"
"2017","Air Force","Mountain West","-6.875","94","88","106","82","","108","34.944","54.323","21.397","42.992"
"2017","Fresno State","Mountain West","1.134","35","60","20","80","","35","60.423","50.445","66.603","49.506"
"2017","San Diego State","Mountain West","2.586","40","51","17","92","","53","59.376","50.62","61.92","57.529"
"2017","UNLV","Mountain West","-11.629","102","102","65","106","","90","30.683","46.898","23.424","48.161"
"2017","San José State","Mountain West","-24.296","124","126","128","83","","122","11.79","10.725","23.302","51.729"
"2017","Nevada","Mountain West","-11.287","112","101","107","75","","100","30.351","41.995","32.299","31.88"
"2017","Hawai'i","Mountain West","-17.186","120","120","117","91","","122","20.367","37.16","13.7","60.544"
"2017","Louisville","ACC","13.008","33","22","37","43","","26","71.283","80.437","48.44","58.922"
"2017","Ohio State","Big Ten","26.851","7","2","9","32","","7","89.505","85.633","83.506","49.052"
"2017","Michigan State","Big Ten","8.012","13","32","21","26","","11","69.028","56.403","75.729","50.523"
"2017","Maryland","Big Ten","-5.082","59","84","111","1","","68","42.502","47.417","36.77","63.623"
"2017","Rutgers","Big Ten","-8.064","83","94","100","49","","75","34.742","25.615","48.334","49.351"
"2017","Michigan","Big Ten","11.232","29","24","24","40","","17","69.279","45.596","82.272","57.486"
"2017","Penn State","Big Ten","24.988","8","4","1","51","","1","89.839","88.636","77.175","62.183"
"2017","Indiana","Big Ten","3.678","66","49","64","59","","42","59.295","48.196","66.933","53.168"
"2017","Wisconsin","Big Ten","21.716","5","7","7","48","","9","84.735","70.095","86.941","57.16"
"2017","Minnesota","Big Ten","-0.204","78","66","86","64","","67","45.093","36.013","54.95","52.715"
"2017","Nebraska","Big Ten","-2.147","75","70","110","20","","83","40.496","50.765","30.62","62.268"
"2017","Iowa","Big Ten","11.606","26","23","63","24","","33","66.893","52.654","71.527","56.615"
"2017","Illinois","Big Ten","-12.312","107","104","120","53","","105","23.914","18.147","36.791","56.588"
"2017","Northwestern","Big Ten","9.865","17","27","53","60","","47","62.089","48.185","70.225","55.674"
"2017","Purdue","Big Ten","3.927","45","48","50","34","","32","62.324","52.161","69.643","43.322"
"2017","Army","FBS Independents","0.656","36","65","48","87","","69","55.287","74.431","30.128","49.941"
"2017","Texas","Big 12","10.639","39","25","34","33","","20","67.684","35.087","86.601","59.428"
"2017","Oklahoma","Big 12","22.324","4","6","5","13","","5","85.889","96.583","52.32","38.212"
