"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2019","Notre Dame","FBS Independents","20.887","10","50","11","35","","10","80.759","66.252","84.209","50.793"
"2019","Georgia","SEC","23.99","4","5","6","12","","6","85.767","69.364","88.868","53.885"
"2019","Florida","SEC","21.302","5","9","22","17","","11","83.091","76.735","76.757","60.391"
"2019","Tennessee","SEC","7.802","27","33","43","45","","31","61.329","49.345","66.041","57.26"
"2019","South Carolina","SEC","6.859","49","41","86","1","","38","57.81","37.272","73.742","52.51"
"2019","Kentucky","SEC","8.823","40","25","38","60","","36","63.171","53.988","65.933","55.837"
"2019","Vanderbilt","SEC","-7.649","94","94","116","23","","90","28.305","30.246","28.759","66.779"
"2019","Oklahoma State","Big 12","8.78","31","26","33","19","","22","67.394","64.394","63.513","52.446"
"2019","Kansas State","Big 12","7.752","35","34","34","39","","25","66.199","54.774","65.892","66.927"
"2019","Baylor","Big 12","14.107","16","17","20","46","","19","76.056","61.863","81.531","42.435"
"2019","Iowa State","Big 12","11.025","41","22","53","16","","32","62.125","60.197","64.079","37.304"
"2019","Texas Tech","Big 12","2.024","86","56","68","43","","46","54.247","61.121","43.039","56.188"
"2019","Kansas","Big 12","-9.712","99","106","122","29","","102","33.727","45.658","31.95","42.087"
"2019","TCU","Big 12","7.331","60","37","71","26","","45","59.333","42.658","72.21","54.138"
"2019","West Virginia","Big 12","-1.482","53","68","110","7","","71","47.51","35.967","56.255","58.368"
"2019","UMass","FBS Independents","-35.77","127","130","129","127","","121","2.03","10.084","2.006","51.478"
"2019","UTEP","Conference USA","-27.12","127","128","125","130","","121","7.291","17.55","9.218","37.12"
"2019","Rice","Conference USA","-15.59","121","119","97","96","","108","27.397","23.134","35.781","63.059"
"2019","Oregon","Pac-12","21.686","8","6","13","28","","9","82.242","69.6","82.706","52.862"
"2019","Stanford","Pac-12","0.867","71","59","91","5","","55","46.123","51.259","40.827","55.783"
"2019","Washington","Pac-12","14.463","39","16","12","33","","15","75.345","58.154","77.003","68.712"
"2019","California","Pac-12","3.474","30","52","62","30","","39","59.271","50.541","66.28","40.796"
"2019","Oregon State","Pac-12","0.78","59","60","82","15","","52","55.517","67.551","39.478","56.218"
"2019","Connecticut","American Athletic","-25.529","124","126","121","77","","120","9.823","17.192","12.474","49.911"
"2019","Washington State","Pac-12","7.891","63","31","54","51","","42","60.465","80.935","31.909","53.965"
"2019","USC","Pac-12","10.708","25","23","59","4","","27","68.148","76.036","55.886","39.523"
