"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2008","Akron","Mid-American","-6.393","98","89","73","104","","99","41.478","52.671","31.855","58.501"
"2008","Toledo","Mid-American","-11.25","109","106","102","97","","109","27.703","32.129","36.179","33.181"
"2008","Louisiana","Sun Belt","-7.532","88","93","93","112","","104","37.093","56.944","28.458","34.541"
"2008","Arkansas State","Sun Belt","-5.922","89","86","58","116","","87","44.674","39.721","54.353","42.817"
"2008","Louisiana Monroe","Sun Belt","-14.49","108","111","83","111","","102","26.578","40.358","19.898","56.863"
"2008","Troy","Sun Belt","4.664","60","50","12","100","","20","60.543","50.161","63.307","61.029"
"2008","Alabama","SEC","17.609","6","9","6","28","","5","83.263","70.081","82.739","62.746"
"2008","Ole Miss","SEC","13.864","19","20","18","42","","13","76.12","71.432","69.677","58.724"
"2008","Mississippi State","SEC","-4.419","84","83","95","52","","69","34.345","32.142","51.928","25.693"
"2008","Arkansas","SEC","0.948","53","62","109","6","","81","45.945","56.239","45.317","26.558"
"2008","Western Michigan","Mid-American","-3.42","50","77","55","102","","83","43.379","46.888","41.357","54.015"
"2008","Ball State","Mid-American","5.57","31","47","11","120","","43","66.686","67.584","55.761","61.644"
"2008","Eastern Michigan","Mid-American","-14.713","110","112","112","89","","115","23.387","47.145","17.992","20.277"
"2008","Central Michigan","Mid-American","-4.317","66","82","64","103","","88","43.225","59.946","27.851","54.862"
"2008","Northern Illinois","Mid-American","-3.004","95","75","62","114","","93","42.854","37.83","52.83","44.089"
"2008","Marshall","Conference USA","-7.593","94","94","85","68","","82","38.082","33.62","46.185","50.43"
"2008","Buffalo","Mid-American","-3.123","68","76","52","84","","68","45.777","56.944","36.575","50.15"
"2008","Florida State","ACC","13.956","25","19","27","47","","26","65.582","57.132","61.279","70.913"
"2008","Boston College","ACC","7.288","34","35","30","48","","32","61.223","42.541","78.752","40.727"
"2008","Clemson","ACC","11.46","49","23","23","50","","22","62.551","40.153","73.777","62.75"
"2008","NC State","ACC","1.381","57","59","63","15","","47","51.29","58.775","42.736","53.11"
"2008","Wake Forest","ACC","5.591","36","46","46","22","","40","57.865","36.963","75.461","49.193"
"2008","Virginia Tech","ACC","9.223","23","29","28","39","","23","64.939","47.695","78.433","47.068"
"2008","Miami","ACC","7.078","44","38","67","26","","51","60.386","52.208","57.378","69.592"
"2008","Georgia Tech","ACC","4.597","22","51","32","33","","25","61.208","58.799","63.481","36.535"
"2008","North Carolina","ACC","9.373","39","28","29","30","","31","62.078","51.809","60.854","67.362"
"2008","Virginia","ACC","2.418","59","56","87","5","","58","46.822","36.233","55.993","57.151"
"2008","Duke","ACC","-0.33","78","68","90","19","","65","46.528","39.51","56.817","45.723"
"2008","Bowling Green","Mid-American","-1.464","82","72","39","105","","60","49.457","53.019","49.368","39.927"
"2008","Florida Atlantic","Sun Belt","-7.449","74","92","80","95","","100","36.649","43.971","38.459","37.452"
"2008","Florida International","Sun Belt","-9.462","92","100","96","87","","101","36.407","28.29","47.587","53.211"
"2008","Army","FBS Independents","-13.834","111","109","101","106","","112","21.313","12.096","50.558","40.335"
