"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2011","Kansas State","Big 12","8.182","8","35","41","12","","20","66.246","59.188","65.89","55.061"
"2011","Baylor","Big 12","12.001","12","22","35","19","","18","70.115","90.919","36.193","34.036"
"2011","Iowa State","Big 12","-0.46","40","74","104","5","","74","48.166","38.287","59.545","50.117"
"2011","Texas Tech","Big 12","2.824","61","56","83","29","","58","50.134","65.742","30.999","54.081"
"2011","Kansas","Big 12","-9.36","93","100","108","2","","78","25.629","44.497","21.939","33.078"
"2011","San José State","Western Athletic","-7.229","88","91","78","80","","83","37.985","31.529","42.815","68.686"
"2011","Hawai'i","Western Athletic","-4.112","100","81","58","112","","86","41.578","47.394","36.469","59.096"
"2011","Fresno State","Western Athletic","-7.549","103","95","84","78","","92","33.658","56.709","21.552","42.273"
"2011","UTEP","Conference USA","-8.675","92","98","86","85","","98","35.558","40.808","32.685","59.887"
"2011","Rice","Conference USA","-9.552","91","101","99","56","","90","32.682","25.065","41.705","67.073"
"2011","Oregon","Pac-12","26.39","4","4","5","14","","6","87.045","86.531","77.999","45.003"
"2011","Stanford","Pac-12","24.437","7","5","7","21","","7","85.91","86.384","70.153","59.861"
"2011","Washington","Pac-12","4.826","32","48","64","20","","37","55.431","69.044","36.464","61.414"
"2011","California","Pac-12","10.076","38","30","51","26","","30","67.544","56.195","71.877","52.393"
"2011","Oregon State","Pac-12","1.697","77","62","101","6","","71","43.95","42.159","45.612","58.409"
"2011","Washington State","Pac-12","0.763","78","64","92","37","","76","47.846","59.678","41.638","33.721"
"2011","USC","Pac-12","18.239","6","9","4","17","","4","82.31","79.935","68.573","70.026"
"2011","BYU","FBS Independents","6.681","29","39","36","81","","53","57.766","52.442","57.606","59.111"
"2011","Auburn","SEC","4.129","21","51","68","23","","38","51.949","55.577","41.431","69.145"
"2011","LSU","SEC","29.739","1","2","8","8","","3","92.068","76.565","90.187","77.554"
"2011","Miami (OH)","Mid-American","-6.236","101","87","93","87","","101","35.843","37.791","42.951","38.553"
"2011","Ohio","Mid-American","-3.263","65","79","29","119","","77","46.903","48.42","43.98","57.31"
"2011","Kent State","Mid-American","-10.573","98","102","87","100","","104","25.587","7.798","57.64","61.385"
"2011","Akron","Mid-American","-26.626","120","120","118","105","","115","6.695","7.504","15.984","45.585"
"2011","Toledo","Mid-American","6.352","43","41","21","88","","35","64.252","66.423","52.777","59.9"
"2011","UCLA","Pac-12","3.351","47","54","96","3","","68","48.943","59.046","42.763","41.935"
"2011","Utah","Pac-12","7.176","37","37","54","33","","41","63.38","32.551","79.363","61.938"
"2011","Arizona State","Pac-12","11.315","50","24","47","16","","31","65.092","65.402","53.899","64.417"
"2011","Arizona","Pac-12","4.193","68","50","100","11","","73","46.57","69.241","31.947","25.75"
"2011","Colorado","Pac-12","-5.591","84","84","111","1","","85","32.321","50.547","26.359","34.872"
"2011","Louisiana","Sun Belt","-7.355","54","92","53","114","","81","43.327","37.837","46.237","62.327"
"2011","Arkansas State","Sun Belt","-0.288","44","72","26","117","","60","49.972","41.414","55.281","60.25"
"2011","Louisiana Monroe","Sun Belt","-7.107","105","90","80","108","","96","35.277","39.894","45.96","23.52"
"2011","Troy","Sun Belt","-13.628","110","107","109","101","","113","21.034","22.31","32.297","38.693"
"2011","Alabama","SEC","30.179","3","1","2","24","","1","92.495","80.376","94.511","49.074"
"2011","Ole Miss","SEC","-5.951","95","85","102","10","","79","30.15","21.125","38.27","75.344"
"2011","Mississippi State","SEC","10.087","42","29","50","45","","39","61.724","46.979","66.342","62.482"
"2011","Arkansas","SEC","16.611","5","12","22","39","","13","75.599","72.223","63.6","71.668"
"2011","Western Michigan","Mid-American","-0.432","75","73","43","96","","57","50.123","58.457","38.407","60.578"
"2011","Ball State","Mid-American","-10.79","74","103","95","83","","106","33.822","47.295","23.974","64.133"
"2011","Eastern Michigan","Mid-American","-13.992","89","109","63","110","","82","29.777","30.092","38.459","44.325"
"2011","Central Michigan","Mid-American","-13.327","109","106","90","97","","105","24.31","37.297","22.17","45.913"
"2011","Northern Illinois","Mid-American","0.385","36","66","33","113","","67","52.88","66.43","42.092","40.018"
"2011","Marshall","Conference USA","-7.372","62","93","103","61","","99","36.317","26.231","51.384","50.046"
"2011","Buffalo","Mid-American","-13.817","112","108","97","106","","111","24.272","37.084","26.455","29.862"
"2011","Florida State","ACC","15.322","31","15","14","52","","14","74.029","51.47","75.417","80.168"
"2011","Boston College","ACC","-0.547","83","75","81","40","","64","43.164","30.53","57.735","50.227"
"2011","Clemson","ACC","8.292","27","34","61","43","","54","58.583","61.368","50.529","54.818"
"2011","NC State","ACC","2.446","48","58","72","72","","72","50.872","35.709","67.847","44.42"
"2011","Wake Forest","ACC","-0.249","67","69","46","42","","44","50.95","55.593","47.44","46.516"
"2011","Virginia Tech","ACC","11.827","25","23","23","58","","26","70.4","64.865","69.739","48.066"
"2011","Miami","ACC","9.274","63","31","56","47","","52","58.963","63.87","45.582","65.552"
"2011","Georgia Tech","ACC","4.999","46","47","19","66","","27","63.346","81.148","43.237","27.01"
"2011","North Carolina","ACC","6.051","60","43","60","53","","55","52.98","54.475","52.742","43.267"
"2011","Virginia","ACC","0.211","45","67","66","62","","61","45.203","43.467","52.173","40.944"
"2011","Duke","ACC","-6.123","99","86","106","46","","100","33.985","44.612","29.686","47.422"
"2011","Bowling Green","Mid-American","-9.088","97","99","76","102","","91","38.917","37.469","42.8","54.608"
"2011","Florida Atlantic","Sun Belt","-22.835","119","117","120","98","","115","10.082","7.514","26.632","42.023"
"2011","Florida International","Sun Belt","-5.079","81","83","24","120","","66","43.249","32.089","55.65","53.357"
"2011","Army","FBS Independents","-7.956","107","96","88","82","","95","32.999","40.697","39.481","24.014"
"2011","Texas","Big 12","12.54","23","21","57","7","","25","67.875","44.707","81.899","51.179"
"2011","Oklahoma","Big 12","23.78","13","6","15","9","","9","80.935","69.032","81.856","55.185"
