"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2016","Kent State","Mid-American","-11.888","119","109","83","93","","99","27.344","16.43","48.904","43.386"
"2016","Akron","Mid-American","-11.887","99","108","103","100","","116","28.178","37.84","27.223","50.974"
"2016","Toledo","Mid-American","4.462","57","56","29","104","","59","56.9","70.959","40.364","44.559"
"2016","UCLA","Pac-12","7.897","73","43","71","12","","44","58.067","40.145","75.436","32.382"
"2016","Utah","Pac-12","9.669","27","33","47","51","","37","64.092","48.673","66.874","73.267"
"2016","Arizona State","Pac-12","0.374","65","70","114","31","","89","40.939","36.973","43.43","62.433"
"2016","Arizona","Pac-12","-2.5","87","79","119","19","","88","36.986","56.196","31.501","29.568"
"2016","Colorado","Pac-12","14.19","11","19","26","18","","12","73.647","61.261","82.181","33.301"
"2016","Middle Tennessee","Conference USA","-5.004","79","86","62","124","","94","42.515","60.994","32.447","38.156"
"2016","Florida Atlantic","Conference USA","-16.104","125","119","106","106","","115","19.822","34.633","15.267","58.287"
"2016","Florida International","Conference USA","-16.557","116","122","118","120","","123","17.888","19.443","26.405","50.301"
"2016","North Texas","Conference USA","-14.83","109","117","110","101","","119","27.061","25.955","34.744","54.774"
"2016","UT San Antonio","Conference USA","-9.523","95","101","53","105","","83","34.782","33.611","39.106","58.702"
"2016","Louisiana Tech","Conference USA","3.978","66","59","19","95","","46","61.45","79.04","36.829","52.105"
"2016","Western Kentucky","Conference USA","11.427","35","28","6","98","","17","73.601","79.931","54.303","62.269"
"2016","Temple","American Athletic","8.614","43","40","18","84","","39","65.361","59.957","60.758","63.553"
"2016","South Florida","American Athletic","9.268","20","36","12","76","","27","64.88","77.981","48.471","43.989"
"2016","Cincinnati","American Athletic","-5.462","96","90","85","73","","90","36.76","30.352","48.901","46.197"
"2016","East Carolina","American Athletic","-8.581","108","98","117","67","","101","30.442","44.072","28.227","33.603"
"2016","UCF","American Athletic","-0.347","84","73","55","80","","68","46.191","21.614","71.832","55.692"
"2016","Houston","American Athletic","8.928","37","38","28","71","","40","64.519","55.379","68.239","53.449"
"2016","Navy","American Athletic","4.435","54","57","61","69","","71","57.192","79.724","29.734","56.056"
"2016","Memphis","American Athletic","5.897","56","52","37","70","","50","60.495","60.632","44.263","83.422"
"2016","Tulsa","American Athletic","6.958","30","49","38","83","","53","62.758","64.14","58.856","42.534"
"2016","Tulane","American Athletic","-7.393","102","95","95","75","","93","36.135","26.053","56.698","37.089"
"2016","SMU","American Athletic","-5.962","81","92","81","65","","84","42.166","39.695","55.294","29.321"
"2016","Charlotte","Conference USA","-17.946","117","125","104","123","","121","20.395","20.733","31.685","44.519"
"2016","Louisiana","Sun Belt","-10.499","101","106","79","121","","107","32.613","28.354","44.157","48.337"
"2016","Arkansas State","Sun Belt","-2.578","78","80","56","116","","87","44.841","28.654","63.189","49.567"
"2016","Louisiana Monroe","Sun Belt","-18.768","110","126","122","88","","120","19.64","31.2","19.478","46.589"
"2016","Troy","Sun Belt","0.409","46","69","23","125","","64","54.096","38.922","64.301","61.441"
"2016","South Alabama","Sun Belt","-12.508","103","114","80","122","","112","26.265","32.418","31.82","38.096"
"2016","Texas State","Sun Belt","-26.084","126","128","128","110","","123","8.934","18.737","12.954","31.75"
"2016","Georgia State","Sun Belt","-12.072","121","110","93","99","","103","28.11","25.027","48.737","19.577"
"2016","Georgia Southern","Sun Belt","-6.031","94","93","86","90","","95","35.947","34.938","36.062","67.761"
"2016","Appalachian State","Sun Belt","4.559","41","54","10","102","","30","61.13","52.08","64.17","56.895"
"2016","Alabama","SEC","31.19","1","1","1","1","","1","93.495","70.761","97.375","56.234"
"2016","Ole Miss","SEC","11.138","52","29","64","4","","34","60.592","69.399","47.102","50.097"
"2016","Mississippi State","SEC","6.202","59","51","68","48","","48","52.478","63.124","40.914","49.809"
"2016","Arkansas","SEC","6.26","32","50","48","6","","25","58.181","62.096","45.752","62.206"
"2016","Western Michigan","Mid-American","12.684","15","26","5","108","","22","74.204","79.089","55.811","54.129"
"2016","Ball State","Mid-American","-9.796","115","103","98","117","","114","30.99","36.366","32.358","50.954"
"2016","Eastern Michigan","Mid-American","-9.903","86","105","72","109","","98","36.386","40.188","34.915","58.562"
"2016","Central Michigan","Mid-American","-5.665","91","91","96","87","","102","33.809","35.001","42.039","39.446"
"2016","Northern Illinois","Mid-American","-3.421","93","82","89","89","","96","37.938","42.507","36.282","54.81"
"2016","Marshall","Conference USA","-12.832","124","115","116","97","","121","17.992","21.038","22.734","60.325"
"2016","Old Dominion","Conference USA","-4.554","48","85","24","127","","65","47.856","56.588","42.46","42.073"
"2016","Southern Mississippi","Conference USA","-5.452","88","89","77","118","","104","35.903","36.092","46.366","37.759"
"2016","Buffalo","Mid-American","-19.719","127","127","127","119","","123","13.978","12.665","32.852","30.207"
"2016","Florida State","ACC","22.195","6","8","25","2","","11","80.595","80.762","75.579","32.367"
"2016","Boston College","ACC","-1.149","50","75","73","63","","62","47.084","21.919","73.938","54.912"
"2016","Clemson","ACC","27.625","2","2","3","9","","2","87.077","81.785","82.877","47.004"
"2016","NC State","ACC","8.936","42","37","32","46","","23","66.867","59.564","71.711","35.84"
"2016","Wake Forest","ACC","2.17","53","63","65","60","","52","53.866","32.417","70.981","56.812"
"2016","Virginia Tech","ACC","13.726","19","23","50","44","","35","71.105","55.437","76.12","58.512"
"2016","Miami","ACC","17.177","21","14","22","26","","14","78.085","66.077","75.021","67.514"
"2016","Georgia Tech","ACC","7.405","22","46","44","45","","31","61.975","71.33","43.859","65.557"
"2016","North Carolina","ACC","14.033","33","21","45","29","","29","69.712","74.188","52.045","67.782"
"2016","Virginia","ACC","-4.218","104","84","107","35","","85","37.889","33.213","46.039","53.949"
"2016","Duke","ACC","1.641","74","65","100","13","","63","47.714","49.196","52.736","33.794"
"2016","Bowling Green","Mid-American","-14.666","113","116","99","96","","109","23.072","26.473","29.603","47.671"
"2016","Missouri","SEC","2.059","83","64","97","56","","76","44.274","48.571","40.168","57.099"
"2016","Texas A&M","SEC","15.505","29","16","35","38","","26","69.366","64.776","62.962","63.17"
"2016","Syracuse","ACC","-2.668","70","81","108","11","","75","40.877","52.17","33.617","45.286"
"2016","Pittsburgh","ACC","12.733","28","25","30","30","","15","69.674","82.729","45.975","56.182"
"2016","Utah State","Mountain West","-5.259","111","88","78","72","","80","37.309","36.192","45.707","40.346"
"2016","Boise State","Mountain West","9.473","36","35","9","78","","24","68.943","69.422","66.466","33.381"
"2016","Colorado State","Mountain West","-0.848","77","74","59","82","","69","48.57","62.352","34.128","52.572"
"2016","Wyoming","Mountain West","-1.915","71","76","66","77","","86","49.361","53.164","49.256","40.405"
"2016","New Mexico","Mountain West","-3.435","67","83","31","126","","82","42.613","61.18","26.406","54.721"
"2016","Air Force","Mountain West","0.881","49","68","39","113","","81","50.21","50.309","45.488","62.254"
"2016","Fresno State","Mountain West","-16.106","128","120","111","85","","113","20.739","14.875","37.775","52.444"
"2016","San Diego State","Mountain West","7.496","44","45","15","112","","43","65.347","45.889","72.174","67.303"
"2016","UNLV","Mountain West","-11.099","112","107","112","94","","117","27.538","46.001","23.026","36.973"
"2016","San José State","Mountain West","-9.751","106","102","109","81","","106","23.742","28.817","29.865","41.311"
"2016","Nevada","Mountain West","-8.868","105","100","87","114","","110","27.707","41.883","23.551","48.234"
"2016","Hawai'i","Mountain West","-12.121","85","111","101","86","","111","31.38","34.719","33.818","52.79"
"2016","Louisville","ACC","21.55","25","9","21","58","","21","80.105","80.348","74.593","35.404"
"2016","Ohio State","Big Ten","26.245","3","4","13","20","","5","85.216","70.663","88.476","48.636"
"2016","Michigan State","Big Ten","3.916","90","60","75","33","","56","46.553","52.352","41.684","50.602"
"2016","Maryland","Big Ten","-2.305","69","78","84","64","","78","44.847","47.514","40.19","64.421"
"2016","Rutgers","Big Ten","-12.224","107","113","125","40","","105","20.997","16.004","41.156","37.613"
"2016","Michigan","Big Ten","26.98","12","3","4","53","","7","88.86","73.722","87.383","74.828"
"2016","Penn State","Big Ten","17.579","9","13","51","37","","36","72.595","71.204","63.342","60.987"
"2016","Indiana","Big Ten","0.906","68","67","82","62","","79","47.089","39.279","60.897","37.471"
"2016","Wisconsin","Big Ten","17.827","7","12","11","25","","8","79.326","63.843","85.535","45.482"
"2016","Minnesota","Big Ten","7.153","31","47","16","66","","20","61.123","43.302","68.569","65.115"
"2016","Nebraska","Big Ten","7.038","26","48","58","59","","47","56.067","54.622","53.319","55.55"
"2016","Iowa","Big Ten","10.714","39","30","33","55","","32","65.452","51.39","66.286","69.515"
"2016","Illinois","Big Ten","-6.049","92","94","113","42","","91","30.359","27.438","43.01","38.051"
"2016","Northwestern","Big Ten","8","47","42","52","47","","42","61.669","55.23","63.687","50.101"
"2016","Purdue","Big Ten","-8.762","100","99","120","61","","100","26.195","36.277","27.375","39.749"
"2016","Army","FBS Independents","-2.004","76","77","42","107","","74","44.346","43.852","53.19","33.045"
"2016","Texas","Big 12","7.831","63","44","74","21","","54","56.108","48.389","61.18","51.645"
"2016","Oklahoma","Big 12","22.541","4","7","7","10","","9","82.757","92.146","59.106","41.083"
