"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2006","Colorado State","Mountain West","-6.794","95","90","87","78","","84","39.495","43.64","41.395","43.645"
"2006","Wyoming","Mountain West","-3.14","66","73","70","71","","71","47.177","36.853","68.051","29.456"
"2006","San Diego State","Mountain West","-10.073","103","101","101","76","","99","23.483","19.381","37.186","49.257"
"2006","New Mexico","Mountain West","-4.357","80","81","77","89","","95","38.208","30.686","50.212","49.38"
"2006","Air Force","Mountain West","-1.739","83","67","97","64","","85","39.868","64.096","22.876","40.122"
"2006","UNLV","Mountain West","-12.583","108","106","114","68","","109","19.52","21.391","28.846","45.769"
"2006","Middle Tennessee","Sun Belt","-6.697","69","89","60","95","","73","39.198","31.795","46.835","61.918"
"2006","North Texas","Sun Belt","-18.65","113","113","107","115","","116","15.852","11.004","27.554","71.06"
"2006","Connecticut","Big East","-2.374","79","68","92","44","","74","38.725","37.332","46.836","43.229"
"2006","Maryland","ACC","3.049","28","55","42","52","","40","52.08","56.437","39.057","74.308"
"2006","Louisville","Big East","20.68","6","5","4","55","","6","83.951","83.116","73.743","52.762"
"2006","South Florida","Big East","5.533","30","47","38","65","","43","57.705","48.106","64.932","44.724"
"2006","Cincinnati","Big East","4.399","31","49","51","37","","46","56.717","40.983","70.46","47.568"
"2006","UCF","Conference USA","-9.235","100","98","90","85","","100","29.258","40.066","26.118","49.245"
"2006","Memphis","Conference USA","-10.065","115","100","98","96","","106","25.667","45.396","19.999","39.637"
"2006","Southern Mississippi","Conference USA","3.585","50","52","23","83","","34","61.304","50.744","66.715","52.812"
"2006","East Carolina","Conference USA","-1.668","67","66","69","79","","75","51.332","46.114","56.287","49.936"
"2006","UAB","Conference USA","-7.89","106","95","95","90","","101","32.326","37.475","35.902","42.482"
"2006","Tulsa","Conference USA","4.146","58","51","43","91","","58","54.907","59.839","47.949","49.217"
"2006","Houston","Conference USA","4.337","43","50","30","92","","54","55.944","72.494","35.495","49.073"
"2006","SMU","Conference USA","-5.108","81","85","63","113","","92","43.362","41.839","41.417","68.093"
"2006","Tulane","Conference USA","-12.945","89","107","104","72","","102","28.518","36.919","37.468","20.164"
"2006","Temple","FBS Independents","-26.469","112","119","119","54","","116","5.152","6.174","12.868","45.758"
"2006","TCU","Mountain West","11.867","24","23","8","88","","18","77.344","59.987","84.121","55.459"
"2006","Idaho","Western Athletic","-19.572","99","114","108","80","","103","22.83","29.143","31.777","29.407"
"2006","Louisiana Tech","Western Athletic","-20.984","109","117","113","74","","108","14.905","30.731","15.462","33.306"
"2006","Boise State","Western Athletic","12.867","4","20","1","93","","9","80.538","77.53","69.957","62.723"
"2006","Notre Dame","FBS Independents","14.132","13","50","39","18","","30","72.304","76.91","56.773","50.68"
"2006","Nevada","Western Athletic","3.317","62","53","34","105","","56","61.852","52.173","64.287","59.436"
"2006","New Mexico State","Western Athletic","-13.157","110","108","75","119","","104","27.581","45.372","22.719","28.318"
"2006","Utah State","Western Athletic","-23.195","116","118","118","67","","116","9.632","12.675","17.261","46.451"
"2006","Georgia","SEC","10.157","26","31","33","49","","28","63.227","44.832","75.412","48.991"
"2006","Florida","SEC","20.277","1","6","9","9","","4","84.64","76.137","78.016","69.682"
"2006","Tennessee","SEC","14.198","20","15","28","7","","15","73.18","75.567","57.342","65.391"
"2006","South Carolina","SEC","10.663","33","28","46","29","","39","67.98","76.963","46.085","62.039"
"2006","Kentucky","SEC","2.062","29","59","53","22","","41","55.96","70.371","34.39","62.796"
"2006","Vanderbilt","SEC","-0.066","74","64","83","25","","61","48.828","52.255","54.387","26.426"
"2006","San José State","Western Athletic","-5.495","51","86","47","109","","70","47.252","49.925","47.345","45.219"
"2006","Hawai'i","Western Athletic","11.441","32","26","11","108","","26","74.411","93.425","35.273","36.103"
"2006","Fresno State","Western Athletic","-5.041","97","84","91","81","","93","31.952","40.631","34.347","36.538"
"2006","UTEP","Conference USA","-7.725","93","93","66","102","","82","37.217","41.107","36.977","53.358"
"2006","Rice","Conference USA","-7.705","63","92","79","75","","79","39.468","55.366","28.652","46.732"
"2006","Auburn","SEC","14.524","8","12","19","31","","19","70.205","61.386","66.726","66.093"
"2006","LSU","SEC","22.545","9","3","6","50","","8","84.97","85.038","75.082","43.411"
"2006","Miami (OH)","Mid-American","-10.992","114","104","103","103","","112","29.098","33.872","37.109","33.604"
"2006","Ohio","Mid-American","-4.049","57","80","54","97","","72","46.709","30.635","50.552","83.376"
"2006","Kent State","Mid-American","-8.568","86","96","59","117","","91","38.873","30.908","59.346","27.995"
"2006","Akron","Mid-American","-5.849","92","88","85","101","","97","34.501","40.358","40.13","31.824"
"2006","Toledo","Mid-American","-7.747","96","94","73","107","","94","33.634","29.794","46.75","43.546"
"2006","Louisiana","Sun Belt","-12.403","88","105","88","116","","105","27.281","29.769","30.268","58.345"
"2006","Arkansas State","Sun Belt","-14.273","87","110","93","118","","107","25.585","25.362","40.505","35.194"
"2006","Louisiana Monroe","Sun Belt","-9.304","105","99","68","112","","90","35.246","40.445","37.358","44.438"
"2006","Troy","Sun Belt","-9.226","68","97","57","114","","80","36.394","35.082","38.046","64.261"
"2006","Alabama","SEC","8.368","56","40","49","47","","47","56.143","45.475","64.755","53.063"
"2006","Ole Miss","SEC","-3.836","75","78","74","24","","57","42.824","39.972","38.166","79.234"
"2006","Mississippi State","SEC","-2.615","84","69","109","21","","89","35.656","25.094","59.288","34.317"
"2006","Arkansas","SEC","14.37","18","14","26","19","","17","72.184","70.886","68.234","42.863"
"2006","Western Michigan","Mid-American","-3.303","61","74","64","94","","78","44.219","30.543","65.512","42.438"
"2006","Ball State","Mid-American","-3.712","94","77","62","106","","83","40.408","50.495","28.983","68.295"
"2006","Eastern Michigan","Mid-American","-14.917","117","111","111","100","","115","21.618","20.08","29.141","62.152"
"2006","Central Michigan","Mid-American","0.95","47","61","37","104","","63","56.551","61.355","47.752","55.978"
"2006","Northern Illinois","Mid-American","-1.394","73","65","44","99","","67","45.925","48.55","40.726","62.705"
"2006","Marshall","Conference USA","-5.806","82","87","76","84","","77","38.56","55.357","33.003","34.63"
"2006","Buffalo","Mid-American","-19.902","111","116","115","82","","116","12.321","17.357","17.176","50.282"
"2006","Florida State","ACC","9.905","55","32","50","56","","55","57.927","47.133","66.52","47.914"
"2006","Boston College","ACC","11.691","21","24","22","42","","23","71.273","54.583","77.274","56.677"
"2006","Clemson","ACC","14.143","42","16","21","66","","27","70.394","69.148","72.216","27.214"
"2006","NC State","ACC","0.017","90","63","99","43","","86","40.081","33.655","50.658","48.888"
"2006","Wake Forest","ACC","6.521","19","44","32","46","","29","63.43","52.55","60.179","73.917"
"2006","Virginia Tech","ACC","14.008","23","18","14","63","","20","75.405","46.227","87.261","62.601"
"2006","Miami","ACC","7.059","54","43","45","57","","50","51.288","39.13","67.281","39.578"
"2006","Georgia Tech","ACC","8.283","34","41","25","51","","24","65.065","53.932","70.913","48.124"
"2006","North Carolina","ACC","-4.755","85","83","105","23","","88","28.655","39.677","24.314","57.339"
"2006","Virginia","ACC","0.433","72","62","72","60","","65","43.604","27.424","61.19","52.341"
"2006","Duke","ACC","-13.681","118","109","117","26","","110","17.691","24.056","28.105","25.757"
"2006","Bowling Green","Mid-American","-10.674","104","102","102","111","","111","25.585","42.267","25.616","22.125"
"2006","Florida Atlantic","Sun Belt","-15.231","91","112","94","98","","98","25.519","20.328","45.945","37.734"
"2006","Florida International","Sun Belt","-19.588","118","115","112","110","","114","17.429","8.915","47.839","24.706"
"2006","Army","FBS Independents","-10.956","107","103","110","87","","113","19.349","13.632","26.785","81.781"
