"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2015","Ohio State","Big Ten","24.851","4","3","2","57","","5","82.84","69.399","79.976","70.438"
"2015","Michigan State","Big Ten","16.558","6","18","25","36","","17","72.6","68.629","71.779","38.612"
"2015","Maryland","Big Ten","-1.462","84","84","108","19","","82","42.056","36.728","50.463","48.393"
"2015","Rutgers","Big Ten","-4.898","90","90","93","62","","83","34.758","51.598","21.134","65.105"
"2015","Michigan","Big Ten","17.226","22","15","19","49","","16","77.514","70.602","71.022","65.103"
"2015","Penn State","Big Ten","6.896","54","49","62","56","","53","54.629","41.176","69.22","38.973"
"2015","Indiana","Big Ten","1.713","66","72","61","54","","55","52.308","68.071","34.214","51.284"
"2015","Wisconsin","Big Ten","13.875","27","26","23","66","","28","68.446","53.439","74.675","58.206"
"2015","Minnesota","Big Ten","3.36","64","66","94","47","","84","46.696","43.676","51.846","46.949"
"2015","Nebraska","Big Ten","9.375","67","39","47","45","","48","61.089","63.678","50.463","59.863"
"2015","Iowa","Big Ten","11.803","11","33","17","59","","18","71.319","64.355","71.428","47.459"
"2015","Illinois","Big Ten","3.104","70","67","83","48","","71","48.661","42.052","59.415","41.81"
"2015","Northwestern","Big Ten","4.814","17","62","43","41","","37","60.121","31.848","80.085","57.244"
"2015","Purdue","Big Ten","-4.329","102","89","109","40","","93","35.582","45.27","37.918","29.711"
"2015","Army","FBS Independents","-14.919","124","109","105","120","","116","20.888","26.689","26.503","41.887"
"2015","Texas","Big 12","6.747","48","50","70","9","","39","58.62","41.55","65.992","61"
"2015","Oklahoma","Big 12","26.244","3","2","11","26","","6","84.773","81.167","80.184","44.339"
