"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2013","Navy","FBS Independents","3.582","48","61","31","86","","51","57.199","69.483","37.082","65.262"
"2013","Maryland","ACC","0.265","70","67","59","68","","65","50.97","38.272","61.839","50.493"
"2013","Southern Mississippi","Conference USA","-23.667","121","121","122","81","","115","8.943","7.92","24.709","36.07"
"2013","East Carolina","Conference USA","6.521","42","49","17","111","","40","60.086","65.259","52.586","42.065"
"2013","UAB","Conference USA","-17.182","116","116","103","88","","110","15.922","34.279","9.926","60.483"
"2013","Tulsa","Conference USA","-10.056","106","103","109","74","","111","26.807","19.744","50.837","29.346"
"2013","Tulane","Conference USA","-6.474","91","93","64","115","","92","43.568","20.068","66.062","63.898"
"2013","Western Kentucky","Sun Belt","-4.112","76","83","34","122","","80","42.161","39.794","46.136","56.597"
"2013","Wisconsin","Big Ten","18.516","27","17","13","50","","15","79.395","71.888","78.435","47.091"
"2013","Penn State","Big Ten","5.236","49","55","65","59","","55","51.017","39.041","67.035","37.839"
"2013","Purdue","Big Ten","-13.475","109","111","118","20","","101","17.994","13.967","29.813","63.52"
"2013","Ohio State","Big Ten","22.063","16","7","4","57","","10","84.286","89.412","58.72","69.145"
"2013","Illinois","Big Ten","-2.85","82","75","97","42","","79","40.022","56.044","30.146","46.082"
"2013","Indiana","Big Ten","4.583","67","57","87","40","","66","49.452","73.491","26.293","53.799"
"2013","Michigan State","Big Ten","16.978","3","20","10","55","","14","75.67","54.551","85.16","53.509"
"2013","Michigan","Big Ten","11.176","50","33","54","41","","43","59.876","53.845","62.702","48.792"
"2013","Nebraska","Big Ten","9.664","34","37","36","60","","41","59.52","49.455","66.34","48.657"
"2013","Iowa","Big Ten","8.863","39","41","28","44","","25","64.744","42.961","81.029","42.339"
"2013","Northwestern","Big Ten","4.017","74","58","51","46","","44","53.579","45.148","61.474","47.084"
"2013","Minnesota","Big Ten","3.719","44","60","58","58","","54","55.342","48.244","54.651","66.567"
"2013","UMass","Mid-American","-23.188","122","120","116","83","","115","10.395","12.043","24.56","30.385"
"2013","UCF","American Athletic","10.823","8","34","22","73","","27","71.007","76.883","53.079","61.5"
"2013","Louisville","American Athletic","16.086","19","21","2","103","","8","81.426","73.524","80.842","45.437"
"2013","Cincinnati","American Athletic","5.657","56","52","33","105","","67","55.519","57.132","61.149","22.377"
"2013","Houston","American Athletic","6.399","58","50","42","72","","53","56.038","42.115","61.581","64.694"
