"Year","Team","Conference","Fpi","ResumeRanks StrengthOfRecord","ResumeRanks Fpi","ResumeRanks AverageWinProbability","ResumeRanks StrengthOfSchedule","ResumeRanks RemainingStrengthOfSchedule","ResumeRanks GameControl","Efficiencies Overall","Efficiencies Offense","Efficiencies Defense","Efficiencies SpecialTeams"
"2018","California","Pac-12","4.19","55","52","53","56","","48","56.52","27.915","80.73","52.969"
"2018","Oregon State","Pac-12","-12.436","101","104","130","12","","112","27.066","49.982","15.867","50.125"
"2018","Connecticut","American Athletic","-25.31","126","129","129","72","","121","8.214","37.849","2.372","53.017"
"2018","Washington State","Pac-12","13.635","11","18","21","53","","21","73.587","81.352","51.881","53.163"
"2018","USC","Pac-12","6.225","67","46","66","30","","44","56.095","49.873","59.54","50.385"
"2018","BYU","FBS Independents","2.654","58","60","54","66","","49","57.819","45.216","60.58","69.522"
"2018","New Mexico State","FBS Independents","-20.695","122","124","119","115","","121","15.255","19.262","23.982","38.9"
"2018","Liberty","FBS Independents","-14.816","97","113","79","116","","98","29.311","36.399","33.211","38.072"
"2018","Auburn","SEC","15.971","22","12","38","46","","20","70.024","53.634","75.379","55.709"
"2018","LSU","SEC","14.863","6","17","10","10","","4","79.748","67.469","80.409","57.086"
"2018","Miami (OH)","Mid-American","-3.868","89","82","67","85","","88","45.085","47.178","44.657","50.679"
"2018","Ohio","Mid-American","3.601","66","54","27","117","","61","55.033","75.801","27.073","64.779"
"2018","Kent State","Mid-American","-19.394","123","123","112","89","","118","21.992","24.002","31.182","44.707"
"2018","Akron","Mid-American","-13.693","107","108","107","81","","105","28.089","14.401","46.799","62.712"
"2018","Toledo","Mid-American","-1.062","92","72","41","111","","76","50.843","57.689","34.892","75.121"
"2018","UCLA","Pac-12","0.817","82","68","106","1","","75","46.785","55.42","43.48","38.716"
"2018","Utah","Pac-12","13.322","30","20","42","13","","30","75.925","60.113","79.598","58.78"
"2018","Arizona State","Pac-12","6.744","47","41","77","47","","56","62.427","71.773","48.226","49.026"
"2018","Arizona","Pac-12","1.868","81","64","86","61","","77","47.509","57.523","42.003","40.656"
"2018","Colorado","Pac-12","0.172","76","69","70","57","","58","53.248","49.405","58.888","41.022"
"2018","Middle Tennessee","Conference USA","-3.661","73","81","69","77","","81","50.786","45.763","56.821","46.276"
"2018","Florida Atlantic","Conference USA","-5.371","99","92","49","84","","68","39.577","44.556","41.303","40.777"
"2018","Florida International","Conference USA","-4.335","72","86","47","126","","97","44.446","60.857","29.747","54.62"
"2018","North Texas","Conference USA","-1.789","74","74","12","127","","57","51.483","50.263","50.819","53.917"
"2018","UT San Antonio","Conference USA","-20.988","118","125","122","98","","121","15.728","10.145","31.279","57.065"
"2018","Louisiana Tech","Conference USA","-6.565","75","93","72","109","","92","37.651","38.258","41.752","49.551"
"2018","Western Kentucky","Conference USA","-15.443","121","115","93","120","","106","28.42","23.576","49.235","29.636"
"2018","Temple","American Athletic","1.111","61","66","43","76","","66","62.213","52.645","62.35","63.066"
"2018","South Florida","American Athletic","-7.877","87","94","88","88","","100","41.079","37.532","47.099","51.668"
"2018","Cincinnati","American Athletic","6.34","25","44","26","95","","46","68.672","51.425","80.606","44.504"
"2018","East Carolina","American Athletic","-17.723","113","120","114","74","","113","21.854","22.793","35.304","37.259"
"2018","UCF","American Athletic","11.51","14","25","8","97","","32","72.771","77.253","57.267","55.43"
"2018","Houston","American Athletic","-0.582","77","71","57","107","","89","55.431","69.917","40.262","49.347"
"2018","Navy","American Athletic","-9.615","111","99","110","67","","103","28.16","38.625","25.85","51.378"
"2018","Memphis","American Athletic","4.522","84","51","24","102","","45","60.906","70.997","45.33","52.581"
"2018","Tulsa","American Athletic","-10.512","117","101","96","87","","99","28","25.334","42.434","40.217"
"2018","Tulane","American Athletic","-4.23","80","85","64","79","","78","42.992","35.099","50.014","59.233"
"2018","SMU","American Athletic","-8.153","93","97","94","71","","95","39.214","30.004","51.797","52.28"
"2018","Charlotte","Conference USA","-14.023","102","109","100","105","","116","26.036","28.38","37.78","34.272"
"2018","UAB","Conference USA","-0.21","48","70","34","123","","72","53.184","45.059","62.774","43.631"
"2018","Louisiana","Sun Belt","-11.233","91","102","78","90","","91","39.975","66.639","21.54","46.441"
"2018","Arkansas State","Sun Belt","-4.429","85","87","39","121","","74","47.956","48.779","46.509","53.698"
"2018","Louisiana Monroe","Sun Belt","-12.508","98","105","97","118","","111","28.269","40.944","27.762","37.99"
"2018","Troy","Sun Belt","-3.236","45","79","22","119","","55","52.724","34.725","59.698","75.597"
"2018","South Alabama","Sun Belt","-21.608","120","127","121","101","","121","16.803","27.458","16.441","51.366"
"2018","Texas State","Sun Belt","-21.008","127","126","103","130","","121","19.786","14.391","43.16","29.907"
"2018","Georgia State","Sun Belt","-18.084","124","121","127","93","","121","14.647","33.004","11.047","45.213"
"2018","Georgia Southern","Sun Belt","-2.386","50","76","33","125","","73","54.14","48.658","50.778","69.454"
"2018","Appalachian State","Sun Belt","6.233","34","45","4","124","","29","67.799","50.387","76.14","54.509"
"2018","Coastal Carolina","Sun Belt","-15.477","105","116","116","114","","121","24.806","45.916","15.303","49.884"
"2018","Alabama","SEC","30.062","2","2","1","21","","1","96.864","96.597","88.404","49.364"
"2018","Ole Miss","SEC","2.955","64","58","92","41","","67","49.944","71.344","32.582","41.271"
"2018","Mississippi State","SEC","18.442","26","9","32","27","","16","78.503","66.522","83.064","36.39"
"2018","Arkansas","SEC","-5.181","106","91","109","43","","90","33.819","28.43","46.801","45.857"
"2018","Western Michigan","Mid-American","-7.95","88","96","98","96","","108","34.536","53.45","27.629","28.307"
"2018","Ball State","Mid-American","-15.31","110","114","102","100","","115","27.149","41.056","24.094","44.395"
"2018","Eastern Michigan","Mid-American","-4.606","94","89","50","110","","87","48.539","34.378","62.714","49.943"
"2018","Central Michigan","Mid-American","-16.12","129","118","118","99","","120","21.454","8.364","52.653","45.983"
"2018","Northern Illinois","Mid-American","-4.112","69","83","90","70","","94","47.357","26.583","65.899","59.409"
"2018","Marshall","Conference USA","-1.462","65","73","37","113","","71","47.073","29.03","62.411","59.877"
"2018","Old Dominion","Conference USA","-15.795","119","117","113","128","","121","25.274","35.478","21.53","60.742"
"2018","Southern Mississippi","Conference USA","-7.919","95","95","45","122","","85","40.652","20.76","68.764","55.974"
"2018","Buffalo","Mid-American","-2.133","60","75","19","112","","52","60.373","74.777","42.705","36.235"
"2018","Florida State","ACC","0.888","57","67","108","17","","84","45.241","29.482","63.244","44.672"
"2018","Boston College","ACC","7.865","41","36","59","54","","47","62.92","50.275","67.358","57.552"
"2018","Clemson","ACC","32.655","1","1","2","22","","2","90.839","81.562","92.317","33.745"
"2018","NC State","ACC","9.728","33","33","23","65","","25","69.878","75.014","56.992","44.647"
"2018","Wake Forest","ACC","2.706","51","59","76","52","","65","53.377","55.537","47.421","56.672"
"2018","Virginia Tech","ACC","3.378","71","55","63","55","","62","49.902","57.83","40.688","53.604"
"2018","Miami","ACC","11.194","54","27","68","51","","54","65.579","42.29","84.155","36.546"
"2018","Georgia Tech","ACC","6.908","53","39","73","59","","63","59.091","70.93","38.066","59.734"
"2018","North Carolina","ACC","-2.597","104","77","101","50","","80","42.085","44.862","39.618","58.07"
"2018","Virginia","ACC","6.426","44","42","25","64","","27","63.254","54.433","67.539","48.513"
"2018","Duke","ACC","6.415","35","43","48","42","","34","61.353","55.868","60.7","55.551"
"2018","Bowling Green","Mid-American","-18.891","116","122","117","83","","117","19.973","32.511","17.289","53.542"
"2018","Missouri","SEC","15.269","28","14","31","19","","13","78.944","73.769","77.127","43.072"
"2018","Texas A&M","SEC","15.854","12","13","36","14","","15","70.06","68.853","55.319","70.267"
"2018","Syracuse","ACC","10.771","16","28","11","63","","8","72.679","59.511","72.393","68.844"
"2018","Pittsburgh","ACC","4.848","38","49","80","2","","39","63.417","65.496","56.542","49.914"
"2018","Utah State","Mountain West","11.77","27","23","3","108","","17","74.006","66.724","71.522","54.82"
"2018","Boise State","Mountain West","10.429","31","29","18","69","","31","68.352","66.984","64.287","45.138"
"2018","Colorado State","Mountain West","-14.323","112","111","120","75","","119","20.743","33.67","23.144","29.765"
"2018","Wyoming","Mountain West","-4.535","79","88","81","73","","82","44.327","23.59","67.445","52.295"
"2018","New Mexico","Mountain West","-14.73","114","112","111","80","","110","25.599","20.692","35.316","61.241"
"2018","Air Force","Mountain West","-3.182","100","78","71","86","","86","46.449","56.27","37.781","47.157"
"2018","Fresno State","Mountain West","12.414","17","22","9","82","","18","77.633","65.154","79.19","54.343"
"2018","San Diego State","Mountain West","-4.795","78","90","74","78","","83","40.904","27.546","57.386","53.359"
"2018","UNLV","Mountain West","-14.266","108","110","99","92","","104","26.847","39.39","29.184","29.253"
"2018","San José State","Mountain West","-16.453","125","119","123","68","","109","24.379","17.879","36.531","61.63"
"2018","Nevada","Mountain West","-4.174","70","84","56","94","","79","45.819","34.305","60.283","46.997"
"2018","Hawai'i","Mountain West","-13.383","86","107","91","104","","102","31.589","49.788","22.576","46.643"
"2018","Louisville","ACC","-11.858","103","103","128","24","","107","20.366","26.718","20.575","63.529"
"2018","Ohio State","Big Ten","21.588","3","4","15","40","","11","79.51","81.09","61.261","64.099"
"2018","Michigan State","Big Ten","9.752","39","32","46","5","","28","64.213","35.258","87.551","39.514"
"2018","Maryland","Big Ten","4.551","63","50","83","32","","53","58.645","53.664","57.613","57.231"
"2018","Rutgers","Big Ten","-10.408","115","100","124","35","","101","23.695","14.447","42.753","51.903"
"2018","Michigan","Big Ten","20.06","9","6","29","18","","14","83.635","74.01","82.83","53.974"
"2018","Penn State","Big Ten","18.47","20","8","30","31","","19","74.012","62.334","73.669","59.672"
"2018","Indiana","Big Ten","1.876","62","63","84","15","","59","53.115","57.891","48.273","45.099"
"2018","Wisconsin","Big Ten","11.755","37","24","52","60","","40","60.352","58.865","59.917","44.423"
"2018","Minnesota","Big Ten","5.185","46","48","62","44","","50","54.939","44.955","59.971","59.477"
"2018","Nebraska","Big Ten","3.085","83","57","85","39","","64","53.32","60.158","44.789","51.528"
"2018","Iowa","Big Ten","15.082","23","16","14","36","","12","75.557","62.2","79.703","52.178"
"2018","Illinois","Big Ten","-8.498","90","98","104","58","","93","31.307","48.863","21.81","53.971"
"2018","Northwestern","Big Ten","7.699","19","37","58","6","","35","60.173","45.626","70.524","50.892"
"2018","Purdue","Big Ten","6.891","52","40","51","3","","33","67.014","72.281","52.28","60.323"
"2018","Army","FBS Independents","3.127","21","56","6","106","","24","55.441","57.371","50.121","49.581"
"2018","Texas","Big 12","13.5","13","19","17","4","","6","70.833","70.291","62.978","51.737"
"2018","Oklahoma","Big 12","21.292","5","5","16","9","","9","83.298","96.603","41.094","62.268"
