Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores,Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores,Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
401643781,2024,2,regular,2024-09-07T22:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3876,Peden Stadium,195,Ohio,Mid-American,fbs,,,,,,6,South Alabama,Sun Belt,fbs,,,,,,,,
401628593,2024,2,regular,2024-09-07T22:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,fbs,,,,,,399,Albany,CAA,fcs,,,,,,,,
401636617,2024,2,regular,2024-09-07T22:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3652,Bright House Networks Stadium,2116,UCF,Big 12,fbs,,,,,,2534,Sam Houston State,Conference USA,fbs,,,,,,,,
401628335,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3657,Bryant Denny Stadium,333,Alabama,SEC,fbs,,,,,,58,South Florida,American Athletic,fbs,,,,,,,,
401632068,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3796,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Conference USA,fbs,,,,,,2198,Eastern Kentucky,UAC,fcs,,,,,,,,
401632459,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,4246,Georgia State Stadium,2247,Georgia State,Sun Belt,fbs,,,,,,236,Chattanooga,Southern,fcs,,,,,,,,
401628603,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3654,Brooks Stadium,324,Coastal Carolina,Sun Belt,fbs,,,,,,2729,William & Mary,CAA,fcs,,,,,,,,
401628462,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3832,Memorial Stadium,356,Illinois,Big Ten,fbs,,,,,,2305,Kansas,Big 12,fbs,,,,,,,,
401628344,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3838,Faurot Field,142,Missouri,SEC,fbs,,,,,,2084,Buffalo,Mid-American,fbs,,,,,,,,
401643708,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3816,Mackay Stadium,2440,Nevada,Mountain West,fbs,,,,,,290,Georgia Southern,Sun Belt,fbs,,,,,,,,
401643706,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,5388,Canvas Stadium,36,Colorado State,Mountain West,fbs,,,,,,2458,Northern Colorado,Big Sky,fcs,,,,,,,,
401643780,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3817,Malone Stadium,2433,Louisiana Monroe,Sun Belt,fbs,,,,,,5,UAB,American Athletic,fbs,,,,,,,,
401643779,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3625,Centennial Bank Stadium,2032,Arkansas State,Sun Belt,fbs,,,,,,202,Tulsa,American Athletic,fbs,,,,,,,,
401643705,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,TRUE,,3713,Falcon Stadium,2005,Air Force,Mountain West,fbs,,,,,,23,San José State,Mountain West,fbs,,,,,,,,
401641016,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,4899,Fifth Third Bank Stadium,338,Kennesaw State,Conference USA,fbs,,,,,,309,Louisiana,Sun Belt,fbs,,,,,,,,
401635639,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,TRUE,,3630,BB&T Field,154,Wake Forest,ACC,fbs,,,,,,258,Virginia,ACC,fbs,,,,,,,,
401628338,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3634,Ben Hill Griffin Stadium,57,Florida,SEC,fbs,,,,,,2535,Samford,Southern,fcs,,,,,,,,
401645326,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3895,Rice Stadium,242,Rice,American Athletic,fbs,,,,,,2640,Texas Southern,SWAC,fcs,,,,,,,,
401635539,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3940,Stanford Stadium,24,Stanford,ACC,fbs,,,,,,13,Cal Poly,Big Sky,fcs,,,,,,,,
401643782,2024,2,regular,2024-09-07T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3815,M. M. Roberts Stadium,2572,Southern Mississippi,Sun Belt,fbs,,,,,,2545,Southeastern Louisiana,Southland,fcs,,,,,,,,
401628468,2024,2,regular,2024-09-07T23:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3861,Ohio Stadium,194,Ohio State,Big Ten,fbs,,,,,,2711,Western Michigan,Mid-American,fbs,,,,,,,,
401628467,2024,2,regular,2024-09-07T23:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3834,Memorial Stadium,158,Nebraska,Big Ten,fbs,,,,,,38,Colorado,Big 12,fbs,,,,,,,,
401628346,2024,2,regular,2024-09-07T23:30:00.000Z,FALSE,FALSE,TRUE,FALSE,,3628,Bank of America Stadium,152,NC State,ACC,fbs,,,,,,2633,Tennessee,SEC,fbs,,,,,,,,Duke’s Mayo Classic
401628341,2024,2,regular,2024-09-07T23:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3958,Tiger Stadium,99,LSU,SEC,fbs,,,,,,2447,Nicholls,Southland,fcs,,,,,,,,
401645325,2024,2,regular,2024-09-07T23:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3825,Apogee Stadium,249,North Texas,American Athletic,fbs,,,,,,2617,Stephen F. Austin,Southland,fcs,,,,,,,,
401628349,2024,2,regular,2024-09-07T23:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3973,Vanderbilt Stadium,238,Vanderbilt,SEC,fbs,,,,,,2016,Alcorn State,SWAC,fcs,,,,,,,,
401628345,2024,2,regular,2024-09-07T23:45:00.000Z,FALSE,FALSE,FALSE,FALSE,,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,SEC,fbs,,,,,,248,Houston,Big 12,fbs,,,,,,,,
401636615,2024,2,regular,2024-09-08T00:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3616,Amon G. Carter Stadium,2628,TCU,Big 12,fbs,,,,,,2341,Long Island University,NEC,fcs,,,,,,,,
401635532,2024,2,regular,2024-09-08T00:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3836,Memorial Stadium,228,Clemson,ACC,fbs,,,,,,2026,Appalachian State,Sun Belt,fbs,,,,,,,,
401632072,2024,2,regular,2024-09-08T01:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3946,Sun Bowl Stadium,2638,UTEP,Conference USA,fbs,,,,,,253,Southern Utah,UAC,fcs,,,,,,,,
401636614,2024,2,regular,2024-09-08T02:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3619,Arizona Stadium,12,Arizona,Big 12,fbs,,,,,,2464,Northern Arizona,Big Sky,fcs,,,,,,,,
401628469,2024,2,regular,2024-09-08T02:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3626,Autzen Stadium,2483,Oregon,Big Ten,fbs,,,,,,68,Boise State,Mountain West,fbs,,,,,,,,
401636859,2024,2,regular,2024-09-08T02:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3820,Martin Stadium,265,Washington State,Pac-12,fbs,,,,,,2641,Texas Tech,Big 12,fbs,,,,,,,,
401640989,2024,2,regular,2024-09-08T02:15:00.000Z,FALSE,FALSE,FALSE,TRUE,,3601,Aggie Memorial Stadium,166,New Mexico State,Conference USA,fbs,,,,,,2335,Liberty,Conference USA,fbs,,,,,,,,
401643709,2024,2,regular,2024-09-08T02:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,7311,Snapdragon Stadium,21,San Diego State,Mountain West,fbs,,,,,,204,Oregon State,Pac-12,fbs,,,,,,,,
401628343,2024,2,regular,2024-09-08T02:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3947,Sun Devil Stadium,9,Arizona State,Big 12,fbs,,,,,,344,Mississippi State,SEC,fbs,,,,,,,,
401628472,2024,2,regular,2024-09-08T03:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,477,Los Angeles Memorial Coliseum,30,USC,Big Ten,fbs,,,,,,328,Utah State,Mountain West,fbs,,,,,,,,
401636867,2024,3,regular,2024-09-12T23:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3644,Jim Wacker Field at Bobcat Stadium,326,Texas State,Sun Belt,fbs,,,,,,9,Arizona State,Big 12,fbs,,,,,,,,
401643788,2024,3,regular,2024-09-12T23:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,6526,Hancock Whitney Stadium,6,South Alabama,Sun Belt,fbs,,,,,,2466,Northwestern State,Southland,fcs,,,,,,,,
401636863,2024,3,regular,2024-09-13T23:00:00.000Z,FALSE,FALSE,TRUE,FALSE,,3486,Children's Mercy Park,2305,Kansas,Big 12,fbs,,,,,,2439,UNLV,Mountain West,fbs,,,,,,,,
401636864,2024,3,regular,2024-09-14T00:00:00.000Z,FALSE,FALSE,FALSE,TRUE,,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,fbs,,,,,,12,Arizona,Big 12,fbs,,,,,,,,
401628475,2024,3,regular,2024-09-14T16:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3832,Memorial Stadium,356,Illinois,Big Ten,fbs,,,,,,2117,Central Michigan,Mid-American,fbs,,,,,,,,
401628359,2024,3,regular,2024-09-14T16:00:00.000Z,FALSE,FALSE,FALSE,TRUE,,3994,Williams-Brice Stadium,2579,South Carolina,SEC,fbs,,,,,,99,LSU,SEC,fbs,,,,,,,,
401628479,2024,3,regular,2024-09-14T16:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3558,Michigan Stadium,130,Michigan,Big Ten,fbs,,,,,,2032,Arkansas State,Sun Belt,fbs,,,,,,,,
401636869,2024,3,regular,2024-09-14T16:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3674,Skelly Field at H. A. Chapman Stadium,202,Tulsa,American Athletic,fbs,,,,,,197,Oklahoma State,Big 12,fbs,,,,,,,,
401636868,2024,3,regular,2024-09-14T16:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,fbs,,,,,,249,North Texas,American Athletic,fbs,,,,,,,,
401636865,2024,3,regular,2024-09-14T16:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3996,Yager Stadium,193,Miami (OH),Mid-American,fbs,,,,,,2132,Cincinnati,Big 12,fbs,,,,,,,,
401635546,2024,3,regular,2024-09-14T16:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3670,Carter-Finley Stadium,152,NC State,ACC,fbs,,,,,,2348,Louisiana Tech,Conference USA,fbs,,,,,,,,
401635542,2024,3,regular,2024-09-14T16:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3697,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,fbs,,,,,,235,Memphis,American Athletic,fbs,,,,,,,,
401628350,2024,3,regular,2024-09-14T16:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,347,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,,,,,,333,Alabama,SEC,fbs,,,,,,,,
401628357,2024,3,regular,2024-09-14T16:45:00.000Z,FALSE,FALSE,FALSE,FALSE,,3838,Faurot Field,142,Missouri,SEC,fbs,,,,,,103,Boston College,ACC,fbs,,,,,,,,
401629041,2024,3,regular,2024-09-14T17:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3965,UB Stadium,2084,Buffalo,Mid-American,fbs,,,,,,113,UMass,FBS Independents,fbs,,,,,,,,
401643786,2024,3,regular,2024-09-14T18:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3806,Lincoln Financial Field,218,Temple,American Athletic,fbs,,,,,,324,Coastal Carolina,Sun Belt,fbs,,,,,,,,
401628978,2024,3,regular,2024-09-14T19:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3907,Ross-Ade Stadium,2509,Purdue,Big Ten,fbs,,,,,,87,Notre Dame,FBS Independents,fbs,,,,,,,,
401628481,2024,3,regular,2024-09-14T19:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3953,TCF Bank Stadium,135,Minnesota,Big Ten,fbs,,,,,,2440,Nevada,Mountain West,fbs,,,,,,,,
401628480,2024,3,regular,2024-09-14T19:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3936,Spartan Stadium,127,Michigan State,Big Ten,fbs,,,,,,2504,Prairie View,SWAC,fcs,,,,,,,,
401635543,2024,3,regular,2024-09-14T19:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,721,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,fbs,,,,,,2678,VMI,Southern,fcs,,,,,,,,
401628353,2024,3,regular,2024-09-14T19:30:00.000Z,FALSE,FALSE,FALSE,TRUE,,3634,Ben Hill Griffin Stadium,57,Florida,SEC,fbs,,,,,,245,Texas A&M,SEC,fbs,,,,,,,,
401628484,2024,3,regular,2024-09-14T19:30:00.000Z,FALSE,FALSE,TRUE,FALSE,,3673,CenturyLink Field,264,Washington,Big Ten,fbs,,,,,,265,Washington State,Pac-12,fbs,,,,,,,,
401644734,2024,3,regular,2024-09-14T19:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3876,Peden Stadium,195,Ohio,Mid-American,fbs,,,,,,2415,Morgan State,MEAC,fcs,,,,,,,,
401628483,2024,3,regular,2024-09-14T19:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3893,Reser Stadium,204,Oregon State,Pac-12,fbs,,,,,,2483,Oregon,Big Ten,fbs,,,,,,,,
401635547,2024,3,regular,2024-09-14T19:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3752,Heinz Field,221,Pittsburgh,ACC,fbs,,,,,,277,West Virginia,Big 12,fbs,,,,,,,,
401635544,2024,3,regular,2024-09-14T19:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3948,Hard Rock Stadium,2390,Miami,ACC,fbs,,,,,,2050,Ball State,Mid-American,fbs,,,,,,,,
401628358,2024,3,regular,2024-09-14T19:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,SEC,fbs,,,,,,2655,Tulane,American Athletic,fbs,,,,,,,,
401628477,2024,3,regular,2024-09-14T20:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3793,Kinnick Stadium,2294,Iowa,Big Ten,fbs,,,,,,2653,Troy,Sun Belt,fbs,,,,,,,,
401643785,2024,3,regular,2024-09-14T20:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3699,Dowdy-Ficklen Stadium,151,East Carolina,American Athletic,fbs,,,,,,2026,Appalachian State,Sun Belt,fbs,,,,,,,,
401628351,2024,3,regular,2024-09-14T20:15:00.000Z,FALSE,FALSE,FALSE,FALSE,,3887,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,fbs,,,,,,5,UAB,American Athletic,fbs,,,,,,,,
401636870,2024,3,regular,2024-09-14T20:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3905,Romney Stadium,328,Utah State,Mountain West,fbs,,,,,,254,Utah,Big 12,fbs,,,,,,,,
401640980,2024,3,regular,2024-09-14T22:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3715,FAU Stadium,2226,Florida Atlantic,American Athletic,fbs,,,,,,2229,Florida International,Conference USA,fbs,,,,,,,,
401645327,2024,3,regular,2024-09-14T22:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,4418,Jerry Richardson Stadium,2429,Charlotte,American Athletic,fbs,,,,,,2241,Gardner-Webb,Big South-OVC,fcs,,,,,,,,
401644733,2024,3,regular,2024-09-14T22:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3768,Summa Field at InfoCision Stadium,2006,Akron,Mid-American,fbs,,,,,,2142,Colgate,Patriot,fcs,,,,,,,,
401635545,2024,3,regular,2024-09-14T22:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3787,Kenan Memorial Stadium,153,North Carolina,ACC,fbs,,,,,,2428,North Carolina Central,MEAC,fcs,,,,,,,,
401643787,2024,3,regular,2024-09-14T22:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3608,Paulson Stadium,290,Georgia Southern,Sun Belt,fbs,,,,,,2569,South Carolina State,MEAC,fcs,,,,,,,,
401640990,2024,3,regular,2024-09-14T22:00:00.000Z,FALSE,FALSE,FALSE,TRUE,,3992,Williams Stadium,2335,Liberty,Conference USA,fbs,,,,,,2638,UTEP,Conference USA,fbs,,,,,,,,
401629030,2024,3,regular,2024-09-14T22:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3982,Wallace Wade Stadium,150,Duke,ACC,fbs,,,,,,41,Connecticut,FBS Independents,fbs,,,,,,,,
401635548,2024,3,regular,2024-09-14T22:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3918,Foreman Field,295,Old Dominion,Sun Belt,fbs,,,,,,259,Virginia Tech,ACC,fbs,,,,,,,,
401628355,2024,3,regular,2024-09-14T22:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3630,BB&T Field,154,Wake Forest,ACC,fbs,,,,,,145,Ole Miss,SEC,fbs,,,,,,,,
401636364,2024,3,regular,2024-09-14T22:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3980,Waldo Stadium,2711,Western Michigan,Mid-American,fbs,,,,,,2065,Bethune-Cookman,SWAC,fcs,,,,,,,,
401641017,2024,3,regular,2024-09-14T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3935,Spartan Stadium,23,San José State,Mountain West,fbs,,,,,,338,Kennesaw State,Conference USA,fbs,,,,,,,,
401640999,2024,3,regular,2024-09-14T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3912,Rynearson Stadium,2199,Eastern Michigan,Mid-American,fbs,,,,,,55,Jacksonville State,Conference USA,fbs,,,,,,,,
401643789,2024,3,regular,2024-09-14T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3815,M. M. Roberts Stadium,2572,Southern Mississippi,Sun Belt,fbs,,,,,,58,South Florida,American Athletic,fbs,,,,,,,,
401641024,2024,3,regular,2024-09-14T23:00:00.000Z,FALSE,FALSE,FALSE,TRUE,,3725,"Johnny Red"""" Floyd Stadium""""",2393,Middle Tennessee,Conference USA,fbs,,,,,,98,Western Kentucky,Conference USA,fbs,,,,,,,,
401628361,2024,3,regular,2024-09-14T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,SEC,fbs,,,,,,2636,UT San Antonio,American Athletic,fbs,,,,,,,,
401628362,2024,3,regular,2024-09-14T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,4246,Georgia State Stadium,2247,Georgia State,Sun Belt,fbs,,,,,,238,Vanderbilt,SEC,fbs,,,,,,,,
401641040,2024,3,regular,2024-09-14T23:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3647,Bowers Stadium,2534,Sam Houston State,Conference USA,fbs,,,,,,62,Hawai'i,Mountain West,fbs,,,,,,,,
401628356,2024,3,regular,2024-09-14T23:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3693,Davis Wade Stadium,344,Mississippi State,SEC,fbs,,,,,,2649,Toledo,Mid-American,fbs,,,,,,,,
401628476,2024,3,regular,2024-09-14T23:30:00.000Z,FALSE,FALSE,FALSE,TRUE,,1056,Rose Bowl,26,UCLA,Big Ten,fbs,,,,,,84,Indiana,Big Ten,fbs,,,,,,,,
401636861,2024,3,regular,2024-09-14T23:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,5388,Canvas Stadium,36,Colorado State,Mountain West,fbs,,,,,,38,Colorado,Big 12,fbs,,,,,,,,
401628482,2024,3,regular,2024-09-14T23:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3834,Memorial Stadium,158,Nebraska,Big Ten,fbs,,,,,,2460,Northern Iowa,MVFC,fcs,,,,,,,,
401636866,2024,3,regular,2024-09-14T23:30:00.000Z,FALSE,FALSE,FALSE,TRUE,,3616,Amon G. Carter Stadium,2628,TCU,Big 12,fbs,,,,,,2116,UCF,Big 12,fbs,,,,,,,,
401636860,2024,3,regular,2024-09-14T23:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,4727,McLane Stadium,239,Baylor,Big 12,fbs,,,,,,2005,Air Force,Mountain West,fbs,,,,,,,,
401655632,2024,3,regular,2024-09-14T23:30:00.000Z,FALSE,FALSE,TRUE,FALSE,,5960,Lanny and Sharon Martin Stadium,77,Northwestern,Big Ten,fbs,,,,,,2197,Eastern Illinois,Big South-OVC,fcs,,,,,,,,
401628354,2024,3,regular,2024-09-14T23:30:00.000Z,FALSE,FALSE,FALSE,TRUE,,3683,Commonwealth Stadium,96,Kentucky,SEC,fbs,,,,,,61,Georgia,SEC,fbs,,,,,,,,
401628352,2024,3,regular,2024-09-14T23:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3785,Jordan-Hare Stadium,2,Auburn,SEC,fbs,,,,,,167,New Mexico,Mountain West,fbs,,,,,,,,
401628360,2024,3,regular,2024-09-14T23:45:00.000Z,FALSE,FALSE,FALSE,FALSE,,3853,Neyland Stadium,2633,Tennessee,SEC,fbs,,,,,,2309,Kent State,Mid-American,fbs,,,,,,,,
401628478,2024,3,regular,2024-09-15T00:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3923,Scott Stadium,258,Virginia,ACC,fbs,,,,,,120,Maryland,Big Ten,fbs,,,,,,,,
401636862,2024,3,regular,2024-09-15T00:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,4728,John O'Quinn Field at TDECU Stadium,248,Houston,Big 12,fbs,,,,,,242,Rice,American Athletic,fbs,,,,,,,,
401636871,2024,3,regular,2024-09-15T01:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3984,War Memorial Stadium,2751,Wyoming,Mountain West,fbs,,,,,,252,BYU,Big 12,fbs,,,,,,,,
401635541,2024,3,regular,2024-09-15T02:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3831,California Memorial Stadium,25,California,ACC,fbs,,,,,,21,San Diego State,Mountain West,fbs,,,,,,,,
401641033,2024,3,regular,2024-09-15T02:30:00.000Z,FALSE,FALSE,FALSE,FALSE,,3660,Bulldog Stadium,278,Fresno State,Mountain West,fbs,,,,,,166,New Mexico State,Conference USA,fbs,,,,,,,,
401643790,2024,4,regular,2024-09-19T23:30:00.000Z,FALSE,FALSE,FALSE,TRUE,,3792,Kidd Brewer Stadium,2026,Appalachian State,Sun Belt,fbs,,,,,,6,South Alabama,Sun Belt,fbs,,,,,,,,
401634766,2024,4,regular,2024-09-20T23:30:00.000Z,FALSE,FALSE,FALSE,TRUE,,1964,Carrier Dome,183,Syracuse,ACC,fbs,,,,,,24,Stanford,ACC,fbs,,,,,,,,
401628485,2024,4,regular,2024-09-21T00:00:00.000Z,FALSE,FALSE,FALSE,TRUE,,3834,Memorial Stadium,158,Nebraska,Big Ten,fbs,,,,,,356,Illinois,Big Ten,fbs,,,,,,,,
401643714,2024,4,regular,2024-09-21T02:00:00.000Z,FALSE,FALSE,FALSE,FALSE,,3820,Martin Stadium,265,Washington State,Pac-12,fbs,,,,,,23,San José State,Mountain West,fbs,,,,,,,,
401635553,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,FALSE,,3725,"Johnny Red"""" Floyd Stadium""""",2393,Middle Tennessee,Conference USA,fbs,,,,,,150,Duke,ACC,fbs,,,,,,,,
401635554,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,TRUE,,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,fbs,,,,,,59,Georgia Tech,ACC,fbs,,,,,,,,
401635555,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,FALSE,,3886,Raymond James Stadium,58,South Florida,American Athletic,fbs,,,,,,2390,Miami,ACC,fbs,,,,,,,,
401635556,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,FALSE,,3787,Kenan Memorial Stadium,153,North Carolina,ACC,fbs,,,,,,256,James Madison,Sun Belt,fbs,,,,,,,,
401635557,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,FALSE,,3735,Gerald J. Ford Stadium,2567,SMU,ACC,fbs,,,,,,2628,TCU,Big 12,fbs,,,,,,,,
401635558,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,FALSE,,3654,Brooks Stadium,324,Coastal Carolina,Sun Belt,fbs,,,,,,258,Virginia,ACC,fbs,,,,,,,,
401628488,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,FALSE,,3665,Maryland Stadium,120,Maryland,Big Ten,fbs,,,,,,222,Villanova,CAA,fcs,,,,,,,,
401635551,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,TRUE,,3697,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,fbs,,,,,,25,California,ACC,fbs,,,,,,,,
401635552,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,TRUE,,3836,Memorial Stadium,228,Clemson,ACC,fbs,,,,,,152,NC State,ACC,fbs,,,,,,,,
401643791,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,FALSE,,3666,Cajun Field,309,Louisiana,Sun Belt,fbs,,,,,,2655,Tulane,American Athletic,fbs,,,,,,,,
401643716,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,FALSE,,3825,Apogee Stadium,249,North Texas,American Athletic,fbs,,,,,,2751,Wyoming,Mountain West,fbs,,,,,,,,
401643715,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,FALSE,,3806,Lincoln Financial Field,218,Temple,American Athletic,fbs,,,,,,328,Utah State,Mountain West,fbs,,,,,,,,
401641037,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,FALSE,,3796,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Conference USA,fbs,,,,,,2649,Toledo,Mid-American,fbs,,,,,,,,
401636872,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,TRUE,,3801,LaVell Edwards Stadium,252,BYU,Big 12,fbs,,,,,,2306,Kansas State,Big 12,fbs,,,,,,,,
401636873,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,TRUE,,3854,Nippert Stadium,2132,Cincinnati,Big 12,fbs,,,,,,248,Houston,Big 12,fbs,,,,,,,,
401636874,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,TRUE,,3726,Folsom Field,38,Colorado,Big 12,fbs,,,,,,239,Baylor,Big 12,fbs,,,,,,,,
401636876,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,TRUE,,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,fbs,,,,,,254,Utah,Big 12,fbs,,,,,,,,
401636877,2024,4,regular,2024-09-21T04:00:00.000Z,TRUE,FALSE,FALSE,TRUE,,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,fbs,,,,,,9,Arizona State,Big 12,fbs,,,,,,,,
