"Year","Team","Conference","Rating","Ranking","SecondOrderWins","Sos","Offense Ranking","Offense Rating","Offense Success","Offense Explosiveness","Offense Rushing","Offense Passing","Offense StandardDowns","Offense PassingDowns","Offense RunRate","Offense Pace","Defense Ranking","Defense Rating","Defense Success","Defense Explosiveness","Defense Rushing","Defense Passing","Defense StandardDowns","Defense PassingDowns","Defense Havoc Total","Defense Havoc FrontSeven","Defense Havoc Db","SpecialTeams Rating"
"2006","Virginia Tech","ACC","21","11","9.3","0.884","61","23.6","95.7","100.6","95.2","103.4","97.1","101.1","0.552","0.6","1","4.6","143.8","105.6","126.8","121.4","127","115.5","0.209","0.129","0.079","2"
"2006","Arkansas","SEC","20.6","12","9.6","0.784","16","34.4","103.9","117","115.7","107.1","106.5","116.7","0.622","-0.5","15","13.1","120.8","96.9","104.7","114.4","109.4","108","0.20199999999999999","0.12300000000000001","0.079","-0.7"
"2006","Auburn","SEC","19.4","13","7.4","0.811","24","32.4","110.4","99.4","105.7","108.6","103.1","108.7","0.5760000000000001","2.2","22","15.1","104.5","104.5","102.1","107.3","106.8","102.5","0.19699999999999998","0.11599999999999999","0.08","2.1"
"2006","South Carolina","SEC","19.1","14","8.9","0.835","5","38","121.6","101.5","111.4","114","112.6","109.9","0.47200000000000003","1.3","46","20.2","102.2","96.7","101.3","98.4","101.3","99.7","0.192","0.128","0.057999999999999996","1.4"
"2006","Wisconsin","Big Ten","19.1","14","10.1","0.899","37","28.9","103.6","105.3","99.6","111.7","102.4","110.2","0.561","1.1","7","11.2","125","101.6","108.2","120.6","110.1","119.4","0.191","0.11800000000000001","0.073","1.3"
"2006","Tennessee","SEC","18.9","16","7.7","0.794","12","35.9","108.2","110.2","97.2","112.2","104.9","114.5","0.435","0.2","33","18.3","100.7","111.6","103.3","105.5","102","109.8","0.191","0.113","0.078","1.3"
"2006","Boise State","Mountain West","18.7","17","11","0.917","12","35.9","117.8","100.4","116.9","109.1","111.5","103.4","0.579","0.4","36","18.6","111.7","105.7","115","109.3","107","115.5","0.172","0.10400000000000001","0.068","1.3"
"2006","Texas Tech","Big 12","17.9","18","8.6","0.864","9","37.2","115.9","104","115.8","103.3","114.6","97.6","0.214","-0.4","44","19.9","101.5","111.8","103.9","105.7","104.1","110.9","0.154","0.1","0.051","0.5"
"2006","Georgia","SEC","17.8","19","8.4","0.838","38","28.7","100.9","98.5","97.7","101.3","95.5","109.5","0.528","1.7","8","11.3","105.3","118.8","106","113.3","108.4","114.5","0.203","0.125","0.077","0.4"
"2006","California","ACC","17.6","20","9.9","0.854","14","35.7","111.1","106","110.8","108.8","106.5","113.6","0.474","-0.8","44","19.9","102.5","97.1","107.7","95.8","102.2","97.9","0.168","0.10800000000000001","0.059000000000000004","1.9"
"2006","TCU","Big 12","17.3","21","10","0.922","36","29.2","107.8","102.6","106","107","105","106.5","0.569","-1.9","13","12.7","135.6","96.7","126.5","114.3","125.1","104.8","0.22399999999999998","0.114","0.098","0.8"
"2006","Clemson","ACC","16.7","22","9.8","0.883","31","31.5","108.4","110","117","103.8","107.3","110.1","0.565","-1.8","17","13.7","108","114.2","108.9","110.7","107","119.4","0.198","0.125","0.071","-1.1"
"2006","Rutgers","Big Ten","14.8","23","9.3","0.874","41","27.9","104.9","101.7","103.3","106.6","102.7","105.4","0.583","1.7","19","14.1","123.8","103.7","124.1","107.3","115.5","111.6","0.20800000000000002","0.147","0.06","1.1"
"2006","Boston College","ACC","14.8","23","8.8","0.877","35","29.5","110.7","96","98.8","104.8","105.5","101.6","0.441","-1.1","21","14.6","113.4","100.8","107.5","112.1","107.2","106","0.2","0.129","0.069","-0.1"
"2006","Nebraska","Big Ten","14.7","25","9.2","0.828","31","31.5","100.2","108.8","98.9","108.3","99.7","112.6","0.521","-0.1","29","17.7","112.7","91.8","106.1","103.9","106.6","99.2","0.18600000000000003","0.13699999999999998","0.049","0.9"
"2006","Missouri","SEC","14.4","26","8.8","0.881","26","32.1","106","106.3","100.8","108.2","103.1","112.6","0.469","-4.2","32","18.2","106.6","107.4","107.1","106.7","109.2","99.2","0.18600000000000003","0.127","0.057999999999999996","0.4"
"2006","Pittsburgh","ACC","14.4","26","7.1","0.867","28","31.9","109.2","100.1","95.5","108.6","107.7","97.6","0.484","0.8","37","18.8","98.7","101.4","99.5","100.9","99.5","100.8","0.17","0.12","0.048","1.4"
"2006","Miami","ACC","13.9","28","8.1","0.867","61","23.6","95","101.3","92.6","101.5","100.1","95.1","0.513","2.2","4","9.3","120.1","95.9","121.3","103.1","109.5","109.3","0.25","0.151","0.098","-0.3"
"2006","Oklahoma State","Big 12","13.7","29","8.2","0.856","15","35.6","115.6","104.9","112","114.2","112.3","104.3","0.5720000000000001","-2.3","66","23.9","101.2","98.5","100.3","99.3","100.5","102.1","0.19899999999999998","0.133","0.065","2"
"2006","Georgia Tech","ACC","13.5","30","9.8","0.858","47","26.2","102.6","105.6","108.1","103.2","102.4","104.2","0.561","-0.6","16","13.2","116.4","99.6","114.5","108.4","107.8","110.6","0.179","0.11","0.068","0.5"
"2006","Iowa","Big Ten","13.4","31","8.2","0.862","27","32","108.6","98","104.6","104.2","102.7","109.2","0.473","-2.7","34","18.4","101.3","112.9","109","103.3","109.1","98.5","0.155","0.1","0.054000000000000006","-0.1"
"2006","Arizona State","Big 12","13.3","32","7.4","0.864","30","31.7","107.4","101.5","112.4","101.9","107.1","102.7","0.534","-0.3","42","19.7","106.7","98.1","105","101.1","103.4","99.6","0.18100000000000002","0.10099999999999999","0.077","1.3"
"2006","Hawai'i","Mountain West","13.1","33","12","0.928","1","42.6","139.9","114.6","138.6","120.5","125.8","134","0.27699999999999997","0.7","92","30","99.1","90.7","107.5","90.4","95.5","95.6","0.159","0.098","0.06","0.5"
"2006","Penn State","Big Ten","12.7","34","7.4","0.857","56","24.9","95.2","99.1","101.1","94.7","99.1","88.6","0.499","-1.9","9","12","115.5","112.5","112.8","116.7","113.3","114.4","0.182","0.12300000000000001","0.057999999999999996","-0.2"
"2006","Utah","Big 12","12","35","8.3","0.905","34","29.8","109.1","96.2","106.8","101.6","103.2","103.6","0.46799999999999997","-1","41","19.5","102.3","99.5","113.5","95.7","100","104.8","0.18899999999999997","0.12300000000000001","0.059000000000000004","1.7"
"2006","Florida State","ACC","11.9","36","7.7","0.877","50","25.5","96","109.5","96.6","101.4","96.9","112.1","0.425","1.1","18","13.9","114.9","90.2","107.8","101.7","105.6","96.5","0.19899999999999998","0.129","0.044000000000000004","0.3"
"2006","Notre Dame","FBS Independents","11.5","37","8.2","0.832","18","34.2","115","102.9","106.6","109.3","108.6","113.5","0.41200000000000003","-0.8","53","22.1","99.9","96.2","100.2","95.7","100","93.1","0.159","0.10400000000000001","0.055","-0.6"
"2006","Alabama","SEC","11.4","38","6.9","0.812","38","28.7","106.1","93.3","98.3","101.9","102.4","99","0.503","1.5","25","16.5","105.8","108.9","105.6","107.1","103.9","110.9","0.157","0.08900000000000001","0.067","-0.8"
"2006","Oregon State","Pac-12","11.3","39","8.2","0.845","33","31","108","99.4","98.9","109","104.5","101.5","0.479","1.4","47","21","106.5","92.9","95.8","102.7","100.3","97.9","0.207","0.124","0.08199999999999999","1.3"
"2006","Oregon","Big Ten","11.2","40","7.8","0.827","21","33.3","121.4","91.4","121.1","100.4","109.2","104.2","0.493","-4.2","49","21.5","104.2","100","94.7","108.6","101.3","104.6","0.158","0.08","0.076","-0.5"
"2006","South Florida","American Athletic","10.7","41","9","0.87","51","25.4","101.5","94.5","92.1","104.8","97.8","101.4","0.55","-1.3","14","12.8","117.4","103.6","112.9","109.6","112","109.9","0.201","0.124","0.077","-1.9"
"2006","Texas A&M","SEC","10.1","42","7.7","0.844","20","33.6","111.3","95.8","114.3","99.7","101.3","114.7","0.583","1.1","63","23.6","97","104","97.6","100","96.2","109.5","0.16399999999999998","0.098","0.066","0.1"
"2006","UCLA","Big Ten","8.8","43","6.6","0.844","67","23.4","93.8","95.9","92.8","95.5","95.9","93.5","0.501","-0.5","23","15.9","107.8","101.8","108.7","104","103.8","110.1","0.217","0.138","0.077","1.3"
"2006","Cincinnati","Big 12","7.9","44","7.1","0.817","61","23.6","102.2","95.3","93.6","106.1","100.9","93.9","0.5670000000000001","0.3","27","16.7","115.4","93.9","102.8","109.8","102.9","110.8","0.193","0.126","0.067","1"
"2006","Houston","Big 12","7.6","45","11.3","0.934","19","33.9","110.6","109.1","111.3","108.3","108.4","113.1","0.47600000000000003","-1.3","71","25.2","105.1","95.4","101.6","100","103.9","95.7","0.18100000000000002","0.09300000000000001","0.078","-1.1"
"2006","Washington State","Pac-12","7.4","46","6.5","0.844","40","28.5","101.3","103.7","95.3","103.1","99.1","108.4","0.43","-1.4","40","19.2","106.5","92.7","105.7","97.6","100.5","100.6","0.19","0.12300000000000001","0.066","-1.9"
"2006","Kansas","Big 12","6.9","47","6.7","0.905","42","27.4","98.6","104.3","108.4","95.7","102.1","103","0.509","-0.8","51","21.6","103.6","93.8","100.9","99.8","101.7","92.8","0.205","0.11800000000000001","0.085","1.1"
"2006","Wake Forest","ACC","6.5","48","7.8","0.866","61","23.6","103","99.5","100.3","105.1","101","100.3","0.616","1.1","34","18.4","96.4","109","107.2","99.3","103","97.7","0.18","0.092","0.08800000000000001","1.2"
"2006","Kansas State","Big 12","5.8","49","5.7","0.855","60","23.9","87.4","105.5","95.8","93.4","97.7","89","0.43","-0.2","42","19.7","105.2","102.1","98.1","109.1","101.1","107.7","0.188","0.107","0.081","1.6"
"2006","Maryland","Big Ten","4.6","50","6","0.864","53","25.2","107","96.5","100.6","106.2","104.5","95.2","0.562","1","53","22.1","92.8","101","96.9","94.9","96.2","96.2","0.141","0.09300000000000001","0.047","1.5"
"2006","Virginia","ACC","4.6","50","6.6","0.886","97","17","93.9","90.3","99.4","87.1","98.8","78.6","0.465","0.6","11","12.3","117.3","99.3","112.2","103.6","111","105.6","0.16399999999999998","0.09699999999999999","0.067","-0.2"
"2006","Purdue","Big Ten","4.4","52","7.4","0.906","23","33.2","108.7","103.7","105.4","104.1","108.7","97.4","0.401","-2.3","86","28.2","93.2","99.6","92.4","98.3","98","93.1","0.161","0.125","0.033","-0.6"
"2006","Minnesota","Big Ten","3.8","53","6","0.831","28","31.9","115.9","102.3","106.8","113.5","108.4","111.3","0.515","-1.7","80","27.5","88.3","102.8","93.8","91.4","93","96.3","0.127","0.081","0.043","-0.6"
"2006","Tulsa","American Athletic","2.1","54","8.4","0.936","43","27","105.7","95.3","101.6","102.8","97.3","110.8","0.517","1.1","69","25","106.9","103.1","100.9","106.9","102.2","107.7","0.149","0.08199999999999999","0.067","0.2"
"2006","Vanderbilt","SEC","1.9","55","6","0.813","49","25.6","100.4","109.9","106.3","102.2","104.7","103.2","0.496","0.7","59","22.5","97","97.7","97.7","95.2","99.2","92.9","0.16399999999999998","0.107","0.055999999999999994","-1.3"
"2006","Colorado","Big 12","1.8","56","4.1","0.849","81","20.1","93.9","98","104.4","88.5","98.5","89.6","0.604","0","38","18.9","104.3","106.5","112.3","100.5","109.3","99.5","0.154","0.09699999999999999","0.055999999999999994","0.6"
"2006","Kentucky","SEC","1.7","57","5.6","0.79","21","33.3","105.5","114.4","100.2","111.3","110.2","107.3","0.43200000000000005","0.2","96","30.8","83.9","99.3","85.7","91.3","91.9","86.2","0.168","0.10400000000000001","0.063","-0.8"
"2006","Nevada","Mountain West","0.9","58","8.3","0.924","51","25.4","107.8","89.8","103.1","99.4","99.8","100.3","0.544","0.2","65","23.8","112","96.6","103.6","107","105.8","102.9","0.185","0.115","0.07","-0.8"
"2006","Washington","Big Ten","0.3","59","4.4","0.83","68","23.3","91.2","104","97.2","96.4","99.3","90.3","0.508","-0.8","67","24.1","100.2","98.8","101.5","100","98.3","103.3","0.165","0.113","0.052000000000000005","1.1"
"2006","Wyoming","Mountain West","0.3","59","7.3","0.894","91","18.6","92","93.5","96.9","89.1","93.2","94","0.506","-0.2","29","17.7","112.1","111.7","108.1","112.2","112.4","107.6","0.17300000000000001","0.105","0.068","-0.6"
"2006","NC State","ACC","0.2","61","4.2","0.897","90","18.7","91.8","101.5","93.7","95.2","93","99.3","0.483","0.3","39","19.1","100.3","99.8","102.7","94.5","99.1","104.1","0.162","0.10099999999999999","0.061","0.6"
"2006","Southern Mississippi","Sun Belt","-0.3","62","7.3","0.912","68","23.3","102.8","89.7","103.3","94.1","98.4","93.3","0.561","0.9","60","23.1","105.4","98.3","100.4","102.7","101.5","101.1","0.201","0.11199999999999999","0.09","-0.5"
"2006","New Mexico","Mountain West","-0.5","63","5.7","0.911","85","19.8","92.2","106.3","99","97.2","95.9","101.2","0.485","0.3","49","21.5","103.5","102.5","102.9","102.7","104.1","99.1","0.165","0.075","0.09","1.2"
"2006","East Carolina","American Athletic","-0.9","64","7","0.928","61","23.6","102.6","95.6","98.5","99.5","98.2","104.5","0.488","-1.1","68","24.3","95.4","118.6","100.5","105","99.9","109.4","0.156","0.09699999999999999","0.057999999999999996","-0.2"
"2006","Arizona","Big 12","-1","65","4.1","0.789","102","15.4","74.9","99.8","76.7","88.7","85.6","88.9","0.49","2.4","31","17.8","110.1","104.9","110","106.5","108.6","101.2","0.165","0.09300000000000001","0.069","1.5"
"2006","Michigan State","Big Ten","-1.3","66","4.4","0.865","55","25","99.6","99.2","102.2","96.2","96.8","104.5","0.445","-1.2","78","26.7","103.8","88.7","106.6","91.9","99.7","92.6","0.163","0.075","0.087","0.4"
"2006","San José State","Mountain West","-1.8","67","8.1","0.948","58","24","95.2","106.5","95.7","106.1","102","91.7","0.585","-0.3","75","26.1","92.7","114.1","97.3","101.6","99.3","102.9","0.159","0.099","0.059000000000000004","0.3"
"2006","Navy","American Athletic","-1.9","68","8.4","0.94","43","27","114.1","89.9","113.2","97.5","102.1","110.2","0.841","-3.1","88","28.3","94.6","93.5","98.1","93.4","94.8","93.9","0.154","0.099","0.054000000000000006","-0.7"
"2006","Northern Illinois","Mid-American","-2.5","69","6.7","0.922","71","22.6","93.2","115.7","105.8","98.1","104.5","95.2","0.48100000000000004","-0.1","71","25.2","93.6","105.2","102.3","96.7","98.5","100.1","0.14","0.094","0.046","0"
"2006","Illinois","Big Ten","-2.8","70","5.5","0.871","81","20.1","90.5","106.7","110.1","89.6","99.4","94.4","0.5429999999999999","-1.8","57","22.3","107.4","105.8","110.7","102","108.1","100.8","0.187","0.12","0.066","-0.5"
"2006","Connecticut","FBS Independents","-2.9","71","4.9","0.852","79","20.8","88.2","96.3","99.7","85.9","91.9","89.8","0.586","-2.1","55","22.2","105.3","89.7","96.6","98.9","99.6","96.3","0.165","0.09","0.07400000000000001","-1.5"
"2006","Ole Miss","SEC","-3.2","72","3.3","0.827","81","20.1","88.1","92.8","93","91.9","93","86.1","0.5720000000000001","0.9","64","23.7","91.8","116.6","97.1","102.9","99.1","106.7","0.14300000000000002","0.08800000000000001","0.055","0.4"
"2006","Syracuse","ACC","-3.6","73","3.2","0.833","80","20.2","97.8","94.1","98.6","95.4","97.4","96.5","0.525","0.4","74","25.7","89.6","106.2","91.6","98.8","94.6","97.8","0.139","0.087","0.052000000000000005","1.9"
"2006","Baylor","Big 12","-3.6","73","5.2","0.836","71","22.6","97.6","97.5","88.8","94.8","95.1","102.9","0.273","1.1","84","27.8","99.1","95","96.4","97.1","99.2","92","0.14","0.062","0.076","1.6"
"2006","Northwestern","Big Ten","-4.9","75","5","0.857","77","21.3","99.5","98.1","101.3","98.7","101","91.8","0.528","-0.1","69","25","96","105.1","100.1","98.6","97.5","103.8","0.13699999999999998","0.073","0.065","-1.2"
"2006","Colorado State","Mountain West","-5.4","76","5.1","0.914","87","18.9","88.2","102.3","83.4","97.6","89.8","100.9","0.457","2","61","23.2","97.5","96.9","93.5","100.3","95.5","101.5","0.14300000000000002","0.083","0.06","-1.1"
"2006","Akron","Mid-American","-6.1","77","6.7","0.962","93","18","94.9","109.1","92.1","106.1","102.3","98.4","0.469","0","57","22.3","100.7","101.7","107.9","94.5","103.3","97.2","0.171","0.092","0.077","-1.8"
"2006","Central Michigan","Mid-American","-6.1","77","8.4","0.944","66","23.5","98.6","115.8","104","104.5","101.7","111.4","0.44799999999999995","-1.9","90","28.8","86.3","119.1","94.7","99.7","98.8","95.3","0.149","0.10099999999999999","0.045","-0.7"
"2006","Kent State","Mid-American","-6.2","79","6.9","0.959","92","18.2","86.1","108.7","92","100.2","94.2","99.9","0.612","-0.7","55","22.2","100.6","101.8","95.6","104.5","100.1","103.6","0.212","0.10400000000000001","0.10800000000000001","-2.3"
"2006","North Carolina","ACC","-6.2","79","3.6","0.856","85","19.8","104.3","94.4","103.7","97.3","96.4","106.5","0.526","0.7","79","27.3","90.5","107.6","94.1","97.4","95.7","100.5","0.11599999999999999","0.068","0.045","1.2"
"2006","UTEP","Conference USA","-6.2","79","5.1","0.951","48","25.9","90.5","118.1","77.1","105","97.9","106.4","0.359","1.1","104","32","94.3","105.2","96.2","99","98.7","98.5","0.147","0.078","0.067","-0.2"
"2006","Iowa State","Big 12","-6.7","82","3.3","0.842","57","24.7","103","87.4","101.5","94.5","97.9","93.6","0.488","-1.1","99","31.5","87.2","101.6","93.8","91.8","92.3","94.7","0.134","0.09300000000000001","0.03","0.1"
"2006","Mississippi State","SEC","-6.7","82","3.9","0.796","98","16.5","78.5","104.6","84.7","92.8","85.4","94.8","0.515","0","52","21.7","108.9","92.1","113.9","94","104.2","94.8","0.191","0.11800000000000001","0.07200000000000001","-1.5"
"2006","Western Michigan","Mid-American","-7.1","84","7.2","0.96","103","14.8","96.2","89","91.1","94.1","94.6","91.1","0.507","-0.2","48","21.4","104.6","95.7","104.3","100.3","98.5","108","0.21100000000000002","0.15","0.062","-0.4"
"2006","Ball State","Mid-American","-7.5","85","4.3","0.95","71","22.6","94.9","109.1","90","105.3","97","108.2","0.441","0.3","104","32","92.7","89.8","91.1","91","90","96.4","0.156","0.095","0.05","1.9"
"2006","SMU","ACC","-7.7","86","5.7","0.953","78","20.9","91.9","99.5","88.8","97.8","95.6","94.8","0.508","-0.9","94","30.3","94.1","105.4","102.3","96.1","98.3","101.4","0.18100000000000002","0.121","0.06","1.7"
"2006","Marshall","Sun Belt","-7.9","87","5.2","0.918","45","26.7","97.8","107.1","102.1","101.7","97.9","109.7","0.535","1.8","111","34.2","85.5","107.1","92.3","94.6","92.8","95.4","0.16399999999999998","0.115","0.049","-0.3"
"2006","Fresno State","Mountain West","-8.1","88","4.2","0.885","75","21.6","90.8","99.7","100.9","89.4","93.2","98.6","0.5379999999999999","0.7","91","29.4","98.9","103.2","98.4","101.9","101.5","96.9","0.151","0.08800000000000001","0.055999999999999994","-0.3"
"2006","Air Force","Mountain West","-8.8","89","4.1","0.883","58","24","107.6","82.4","102.3","104.7","96.2","99.5","0.775","-2.5","102","31.7","81","109.8","92","87.3","89.6","93.9","0.11599999999999999","0.069","0.047","-1.1"
"2006","Ohio","Mid-American","-9.5","90","7","0.954","108","12.6","93.6","100.4","102.9","90.7","97.6","100.5","0.615","1.6","61","23.2","102.2","99.3","96.4","105.2","102.6","97.1","0.21600000000000003","0.13","0.085","1.1"
"2006","Toledo","Mid-American","-9.6","91","4.8","0.96","99","16.2","92.8","86.9","101","83.2","90.5","92.4","0.525","-1.6","76","26.2","101.8","98","103.4","96.7","104","92.4","0.16","0.098","0.061","0.4"
"2006","Indiana","Big Ten","-9.9","92","3.7","0.865","75","21.6","92.5","102.6","98.7","93.6","97.7","94.8","0.43700000000000006","-1.6","98","31.2","96.6","88.3","101.6","88.1","91.3","98.3","0.156","0.077","0.079","-0.3"
"2006","New Mexico State","Conference USA","-10.2","93","6.3","0.946","46","26.6","102.7","103.7","88.1","102","102.1","104.2","0.306","-1.8","114","35.7","94.4","92.9","100.2","86.1","90.6","100.7","0.157","0.055999999999999994","0.09699999999999999","-1.2"
"2006","UCF","Big 12","-10.3","94","5","0.911","74","21.8","103.5","92.6","96.4","100.8","100.5","95.5","0.51","-1.9","106","32.1","95.8","93.6","93","98","95.4","94.9","0.159","0.09","0.068","0"
"2006","Rice","American Athletic","-10.5","95","4.9","0.927","54","25.1","96.7","103.7","104.9","95.1","98.5","101.7","0.47700000000000004","0.1","112","34.4","92","84.8","82.6","93.3","89.1","90.2","0.183","0.098","0.08","-1.3"
"2006","UAB","American Athletic","-11.3","96","3.7","0.928","84","19.9","93.8","95.9","95","96.4","99.6","83.3","0.547","2.5","103","31.9","90.7","98.2","93.4","93.6","92.1","98.9","0.18100000000000002","0.125","0.055999999999999994","0.7"
"2006","Troy","Sun Belt","-11.5","97","7.1","0.953","101","16","94","98.6","97.7","94.4","92.7","105.1","0.484","-2.5","83","27.7","94.5","96","97.3","94.9","98.9","89.3","0.179","0.11900000000000001","0.057999999999999996","0.2"
"2006","Miami (OH)","Mid-American","-13","98","3.8","0.967","100","16.1","91.4","94.2","88.7","93.5","94.5","90.3","0.439","0.6","80","27.5","96.7","94","90.3","98.5","94.3","100.5","0.152","0.095","0.055999999999999994","-1.6"
"2006","San Diego State","Mountain West","-13.2","99","4.1","0.894","106","14.1","86.9","89.3","90.2","88.4","85.2","94.4","0.5760000000000001","1.4","73","25.6","94.8","104.2","91.6","103.1","99.1","97.3","0.14","0.068","0.073","-1.7"
"2006","Memphis","American Athletic","-13.2","99","3.5","0.945","70","23.1","97.3","93","92.5","97.9","98.3","92.5","0.466","-0.7","113","35.4","89.2","97","94.4","87.6","95.6","83.2","0.129","0.071","0.052000000000000005","-0.8"
"2006","Middle Tennessee","Conference USA","-13.5","101","6.4","0.901","103","14.8","95.8","95","96.4","95.3","95","96.2","0.5589999999999999","3.1","85","28.1","97.4","97","100.2","96.4","96.5","99.2","0.22","0.14400000000000002","0.073","-0.2"
"2006","Bowling Green","Mid-American","-14.1","102","4","0.928","95","17.2","100.7","85.5","97.3","92.1","94.3","96.6","0.573","-2.4","89","28.7","89.1","98","88.3","95.4","93.1","93.7","0.14800000000000002","0.11599999999999999","0.031","-2.6"
"2006","Stanford","ACC","-14.1","102","1.6","0.843","103","14.8","84.7","87.4","84.7","86.4","85.8","85.4","0.485","1.6","82","27.6","88.7","113.1","91.9","100.8","97.4","98.4","0.113","0.062","0.05","-1.3"
"2006","UNLV","Mountain West","-14.5","104","3.1","0.902","96","17.1","85.1","103.7","91.2","90.2","92","95.2","0.434","-0.7","93","30.1","89.9","100.8","95.5","90","93.3","99.5","0.132","0.07200000000000001","0.06","-1.5"
"2006","Louisiana Monroe","Sun Belt","-15","105","5.8","0.944","94","17.4","103.8","102.1","104.6","105.2","107.6","94.9","0.568","0","107","32.5","87.8","107.8","92.6","96","92.5","102.9","0.14400000000000002","0.065","0.079","0.2"
"2006","Tulane","American Athletic","-15","105","4.7","0.9","87","18.9","96.6","97.5","91.6","97.2","98","96.4","0.405","-1.1","108","32.6","95.4","100.1","98.4","97.1","94.9","105.1","0.166","0.075","0.091","-1.3"
"2006","Louisiana","Sun Belt","-19.3","107","4.8","0.928","109","11.4","91.4","95.1","100.1","85.3","92.7","92.5","0.58","0.9","94","30.3","103","89.5","103","93.3","97.9","91.4","0.124","0.079","0.044000000000000004","-0.3"
"2006","Duke","ACC","-19.5","108","2.2","0.869","107","13.8","94.4","94","97.3","91.9","96.7","88.2","0.489","0","101","31.6","92.2","82","89.6","87.6","94.2","77.4","0.17","0.10099999999999999","0.068","-1.6"
"2006","Florida Atlantic","American Athletic","-19.6","109","4.6","0.928","114","9.8","90.4","88.8","84.4","94.2","88.2","93.5","0.552","0.1","86","28.2","106","87.3","101.4","94.9","101","90","0.175","0.1","0.07200000000000001","-1.2"
"2006","Arkansas State","Sun Belt","-21.8","110","5.2","0.954","110","11","99","90.7","106.6","90","98.3","92","0.599","0.4","97","31","97.1","91.3","94.6","92.5","96.9","90.8","0.166","0.078","0.075","-1.8"
"2006","Eastern Michigan","Mid-American","-22","111","2.3","0.978","111","10.6","90","88.2","91.5","87.8","92.9","87.4","0.483","1.2","109","33.5","88","104.9","93.8","94.7","92.9","98.9","0.134","0.096","0.038","0.9"
"2006","Louisiana Tech","Conference USA","-22.2","112","3.2","0.908","87","18.9","93.5","102.4","103.6","93","99.2","94","0.491","0.4","117","39.7","84.8","87.9","84.8","86.1","86.1","89.2","0.115","0.063","0.052000000000000005","-1.3"
"2006","Army","American Athletic","-24.3","113","2","0.94","115","8.4","84.8","82.9","88.9","79.9","87.5","75.8","0.563","0.5","109","33.5","87.7","105.3","95.4","89.4","89.5","106.3","0.11699999999999999","0.08199999999999999","0.034","0.8"
"2006","North Texas","American Athletic","-24.5","114","3.3","0.959","117","6.9","78.2","93.3","85","86.4","80.8","92.3","0.625","2.5","99","31.5","87.4","110.3","96.4","93.5","98.6","91","0.115","0.079","0.031","0.1"
"2006","Florida International","Conference USA","-29.7","115","2.8","0.947","118","-0.5","74.6","91.8","76.8","80.5","84.6","81.4","0.402","0.9","77","26.5","104.8","100.5","102.2","104.7","105.2","100.3","0.19699999999999998","0.132","0.065","-2.7"
