"Year","Team","Conference","Rating","Ranking","SecondOrderWins","Sos","Offense Ranking","Offense Rating","Offense Success","Offense Explosiveness","Offense Rushing","Offense Passing","Offense StandardDowns","Offense PassingDowns","Offense RunRate","Offense Pace","Defense Ranking","Defense Rating","Defense Success","Defense Explosiveness","Defense Rushing","Defense Passing","Defense StandardDowns","Defense PassingDowns","Defense Havoc Total","Defense Havoc FrontSeven","Defense Havoc Db","SpecialTeams Rating"
"2024","Boise State","Mountain West","7.8","38","","","33","32.6","","","","","","","","","43","24.8","","","","","","","","","","0.5"
"2024","Memphis","American Athletic","7.2","39","","","9","40.5","","","","","","","","","102","33.4","","","","","","","","","","0.1"
"2024","Nebraska","Big Ten","7.1","40","","","104","19.6","","","","","","","","","6","12.5","","","","","","","","","","-0.5"
"2024","Liberty","Conference USA","6.6","41","","","24","35.8","","","","","","","","","75","29.3","","","","","","","","","","-0.6"
"2024","Texas Tech","Big 12","5.9","42","","","45","31.2","","","","","","","","","48","25.3","","","","","","","","","","0.4"
"2024","South Carolina","SEC","5.3","43","","","64","27.9","","","","","","","","","37","22.6","","","","","","","","","","0.6"
"2024","Maryland","Big Ten","5","44","","","87","22.9","","","","","","","","","17","17.9","","","","","","","","","","0.1"
"2024","Minnesota","Big Ten","4.8","45","","","82","23.6","","","","","","","","","22","18.8","","","","","","","","","","0.5"
"2024","Arkansas","SEC","4.7","46","","","38","31.8","","","","","","","","","57","27.2","","","","","","","","","","0.6"
"2024","Duke","ACC","4.6","47","","","69","26.5","","","","","","","","","34","21.9","","","","","","","","","","0.5"
"2024","UCF","Big 12","4.3","48","","","54","30.5","","","","","","","","","51","26.2","","","","","","","","","","-0.6"
"2024","Rutgers","Big Ten","3.9","49","","","91","22.5","","","","","","","","","20","18.6","","","","","","","","","","0.4"
"2024","North Carolina","ACC","3.8","50","","","36","32.1","","","","","","","","","65","28.3","","","","","","","","","","0.3"
"2024","Appalachian State","Sun Belt","2","51","","","29","33.7","","","","","","","","","95","31.7","","","","","","","","","","0.3"
"2024","California","ACC","1.9","52","","","33","32.6","","","","","","","","","88","30.7","","","","","","","","","","-0.7"
"2024","UT San Antonio","American Athletic","1.7","53","","","52","30.6","","","","","","","","","70","28.9","","","","","","","","","","0.5"
"2024","Oregon State","Pac-12","1.5","54","","","57","29.6","","","","","","","","","64","28.1","","","","","","","","","","0.6"
"2024","Troy","Sun Belt","1.5","54","","","67","26.7","","","","","","","","","47","25.2","","","","","","","","","","-0.3"
"2024","Fresno State","Mountain West","1.4","56","","","41","31.5","","","","","","","","","83","30.2","","","","","","","","","","0.5"
"2024","Louisiana","Sun Belt","1.4","56","","","27","34.7","","","","","","","","","99","33.2","","","","","","","","","","0.4"
"2024","James Madison","Sun Belt","1.2","58","","","55","30.4","","","","","","","","","73","29.2","","","","","","","","","","0.4"
"2024","Washington State","Pac-12","1.1","59","","","47","31.1","","","","","","","","","80","29.9","","","","","","","","","","0.5"
"2024","Western Kentucky","Conference USA","0.9","60","","","43","31.3","","","","","","","","","85","30.4","","","","","","","","","","-0.2"
"2024","Baylor","Big 12","0.5","61","","","59","29.2","","","","","","","","","69","28.7","","","","","","","","","","-0.1"
"2024","Georgia Tech","ACC","-0.6","62","","","35","32.5","","","","","","","","","99","33.2","","","","","","","","","","0.1"
"2024","Miami (OH)","Mid-American","-0.6","62","","","110","18.8","","","","","","","","","26","19.4","","","","","","","","","","0.7"
"2024","Syracuse","ACC","-0.9","64","","","72","25.7","","","","","","","","","54","26.6","","","","","","","","","","-0.2"
"2024","Illinois","Big Ten","-1.3","65","","","89","22.6","","","","","","","","","40","23.9","","","","","","","","","","0"
"2024","Tulane","American Athletic","-1.3","65","","","72","25.7","","","","","","","","","55","27","","","","","","","","","","0.3"
"2024","BYU","Big 12","-2","67","","","62","28.2","","","","","","","","","83","30.2","","","","","","","","","","0.6"
"2024","Mississippi State","SEC","-2.3","68","","","78","25.1","","","","","","","","","60","27.5","","","","","","","","","","0.3"
"2024","Colorado","Big 12","-2.5","69","","","45","31.2","","","","","","","","","105","33.6","","","","","","","","","","0"
"2024","Cincinnati","Big 12","-2.6","70","","","68","26.6","","","","","","","","","75","29.3","","","","","","","","","","0.1"
"2024","UNLV","Mountain West","-2.9","71","","","37","32","","","","","","","","","115","34.8","","","","","","","","","","0.7"
"2024","Purdue","Big Ten","-3","72","","","74","25.5","","","","","","","","","68","28.5","","","","","","","","","","-0.7"
"2024","South Alabama","Sun Belt","-3.2","73","","","65","27.2","","","","","","","","","85","30.4","","","","","","","","","","0.2"
"2024","Northwestern","Big Ten","-3.4","74","","","119","17","","","","","","","","","29","20.3","","","","","","","","","","-0.4"
"2024","Boston College","ACC","-3.8","75","","","77","25.2","","","","","","","","","72","29.1","","","","","","","","","","-0.2"
"2024","South Florida","American Athletic","-4.1","76","","","47","31.1","","","","","","","","","118","35.2","","","","","","","","","","-0.1"
"2024","Wake Forest","ACC","-4.5","77","","","86","23","","","","","","","","","59","27.4","","","","","","","","","","-0.4"
"2024","Virginia","ACC","-4.5","77","","","74","25.5","","","","","","","","","80","29.9","","","","","","","","","","0"
"2024","Houston","Big 12","-4.6","79","","","61","28.9","","","","","","","","","103","33.5","","","","","","","","","","-0.4"
"2024","Texas State","Sun Belt","-4.6","79","","","43","31.3","","","","","","","","","121","36","","","","","","","","","","0.3"
"2024","Pittsburgh","ACC","-4.8","81","","","97","21.5","","","","","","","","","53","26.4","","","","","","","","","","-0.2"
"2024","Michigan State","Big Ten","-4.9","82","","","125","15.4","","","","","","","","","30","20.4","","","","","","","","","","0.6"
"2024","Coastal Carolina","Sun Belt","-5.1","83","","","79","25","","","","","","","","","82","30","","","","","","","","","","-0.5"
"2024","Stanford","ACC","-5.6","84","","","71","26","","","","","","","","","94","31.6","","","","","","","","","","0.4"
"2024","Indiana","Big Ten","-5.7","85","","","95","22","","","","","","","","","62","27.8","","","","","","","","","","0.1"
"2024","Toledo","Mid-American","-5.8","86","","","110","18.8","","","","","","","","","42","24.6","","","","","","","","","","0"
"2024","Wyoming","Mountain West","-5.9","87","","","98","21.4","","","","","","","","","58","27.3","","","","","","","","","","-0.3"
"2024","Arizona State","Big 12","-6.2","88","","","84","23.3","","","","","","","","","77","29.5","","","","","","","","","","-0.5"
"2024","Rice","American Athletic","-6.4","89","","","69","26.5","","","","","","","","","98","32.9","","","","","","","","","","-0.6"
"2024","Arkansas State","Sun Belt","-7.4","90","","","62","28.2","","","","","","","","","119","35.6","","","","","","","","","","0.3"
"2024","Northern Illinois","Mid-American","-7.9","91","","","118","17.2","","","","","","","","","45","25.1","","","","","","","","","","-0.6"
"2024","Air Force","Mountain West","-8.1","92","","","109","19","","","","","","","","","56","27.1","","","","","","","","","","0.4"
"2024","Jacksonville State","Conference USA","-8.9","93","","","89","22.6","","","","","","","","","91","31.5","","","","","","","","","","-0.2"
"2024","Bowling Green","Mid-American","-9.1","94","","","94","22.3","","","","","","","","","91","31.5","","","","","","","","","","-0.6"
"2024","Army","American Athletic","-9.3","95","","","112","18.7","","","","","","","","","63","28","","","","","","","","","","0"
"2024","Georgia Southern","Sun Belt","-9.7","96","","","66","26.8","","","","","","","","","124","36.5","","","","","","","","","","0.2"
"2024","Vanderbilt","SEC","-9.7","96","","","76","25.3","","","","","","","","","117","35.1","","","","","","","","","","0"
"2024","Colorado State","Mountain West","-9.8","98","","","81","23.9","","","","","","","","","106","33.7","","","","","","","","","","0.4"
"2024","East Carolina","American Athletic","-10.6","99","","","116","17.9","","","","","","","","","67","28.4","","","","","","","","","","0"
"2024","Utah State","Mountain West","-11","100","","","49","31","","","","","","","","","132","42","","","","","","","","","","-0.3"
"2024","Hawai'i","Mountain West","-11","100","","","91","22.5","","","","","","","","","103","33.5","","","","","","","","","","0"
"2024","Ohio","Mid-American","-11.2","102","","","133","11.8","","","","","","","","","38","23","","","","","","","","","","-0.7"
"2024","Marshall","Sun Belt","-11.2","102","","","83","23.4","","","","","","","","","113","34.6","","","","","","","","","","-0.6"
"2024","San Diego State","Mountain West","-11.4","104","","","103","19.9","","","","","","","","","90","31.3","","","","","","","","","","0.2"
"2024","UAB","American Athletic","-11.4","104","","","40","31.6","","","","","","","","","134","43","","","","","","","","","","-0.7"
"2024","Western Michigan","Mid-American","-11.5","106","","","99","21.2","","","","","","","","","96","32.6","","","","","","","","","","-0.6"
"2024","Georgia State","Sun Belt","-11.5","106","","","88","22.8","","","","","","","","","111","34.3","","","","","","","","","","-0.6"
"2024","Navy","American Athletic","-11.6","108","","","122","16","","","","","","","","","61","27.6","","","","","","","","","","-0.5"
"2024","North Texas","American Athletic","-11.7","109","","","52","30.6","","","","","","","","","133","42.3","","","","","","","","","","0.6"
"2024","Sam Houston State","Conference USA","-11.8","110","","","105","19.3","","","","","","","","","89","31.2","","","","","","","","","","-0.3"
"2024","Old Dominion","Sun Belt","-12.2","111","","","91","22.5","","","","","","","","","114","34.7","","","","","","","","","","-0.6"
"2024","San José State","Mountain West","-12.4","112","","","100","20.9","","","","","","","","","101","33.3","","","","","","","","","","-0.7"
"2024","Middle Tennessee","Conference USA","-13.1","113","","","101","20.7","","","","","","","","","108","33.8","","","","","","","","","","-0.3"
"2024","New Mexico State","Conference USA","-13.1","113","","","101","20.7","","","","","","","","","108","33.8","","","","","","","","","","0.2"
"2024","Florida Atlantic","American Athletic","-14.2","115","","","124","15.5","","","","","","","","","78","29.7","","","","","","","","","","-0.4"
"2024","Tulsa","American Athletic","-14.3","116","","","85","23.2","","","","","","","","","126","37.5","","","","","","","","","","0.1"
"2024","Eastern Michigan","Mid-American","-15.8","117","","","131","13.2","","","","","","","","","71","29","","","","","","","","","","0.5"
"2024","Buffalo","Mid-American","-16.2","118","","","130","13.6","","","","","","","","","79","29.8","","","","","","","","","","-0.3"
"2024","Central Michigan","Mid-American","-16.3","119","","","114","18.1","","","","","","","","","112","34.4","","","","","","","","","","-0.6"
"2024","Ball State","Mid-American","-16.8","120","","","126","14.7","","","","","","","","","91","31.5","","","","","","","","","","-0.4"
"2024","Nevada","Mountain West","-17","121","","","107","19.2","","","","","","","","","122","36.2","","","","","","","","","","0.2"
"2024","Louisiana Tech","Conference USA","-17.1","122","","","96","21.6","","","","","","","","","129","38.6","","","","","","","","","","0.4"
"2024","Southern Mississippi","Sun Belt","-17.6","123","","","112","18.7","","","","","","","","","122","36.2","","","","","","","","","","-0.5"
"2024","Florida International","Conference USA","-17.9","124","","","105","19.3","","","","","","","","","125","37.2","","","","","","","","","","-0.5"
"2024","UTEP","Conference USA","-18.2","125","","","123","15.6","","","","","","","","","106","33.7","","","","","","","","","","-0.4"
"2024","Connecticut","FBS Independents","-18.7","126","","","129","14","","","","","","","","","97","32.7","","","","","","","","","","-0.5"
"2024","Charlotte","American Athletic","-19","127","","","121","16.7","","","","","","","","","120","35.7","","","","","","","","","","-0.6"
"2024","UMass","FBS Independents","-19.6","128","","","108","19.1","","","","","","","","","130","38.7","","","","","","","","","","-0.7"
"2024","Kent State","Mid-American","-20.6","129","","","127","14.3","","","","","","","","","116","34.9","","","","","","","","","","0.1"
"2024","Kennesaw State","Conference USA","-20.9","130","","","132","13","","","","","","","","","110","34","","","","","","","","","","0"
"2024","New Mexico","Mountain West","-21.1","131","","","120","16.8","","","","","","","","","128","38","","","","","","","","","","-0.6"
"2024","Temple","American Athletic","-21.8","132","","","115","18","","","","","","","","","131","39.8","","","","","","","","","","-0.6"
"2024","Akron","Mid-American","-22.4","133","","","134","6.8","","","","","","","","","73","29.2","","","","","","","","","","-0.7"
"2024","Louisiana Monroe","Sun Belt","-23.7","134","","","128","14.1","","","","","","","","","127","37.8","","","","","","","","","","-0.6"
"2024","nationalAverages","","0.015671641791044775","","","","","27.211194029850745","","","","","","","","","","27.198507462686567","","","","","","","","","","0.014925373134328358"
